Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMPF26J415S,22226 ,4 15/16 in,5.5 in / 139.7 mm,13.75 in / 349.3 mm,15.88 in / 403.4 mm,2.75 in / 69.9 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf26j415s,Mounted Bearing,22226,4 15/16 in,Imperial,QMPF26J415SB/QMPF26J415SC/QMPF26J415SEB/QMPF26J415SEC/QMPF26J415SEM/QMPF26J415SEN/QMPF26J415SEO/QMPF26J415SET/QMPF26J415SM/QMPF26J415SN/QMPF26J415SO/QMPF26J415ST/QMPF26J415STHT,Eccentric,Four-Bolt Pillow Block,0883450085526/0883450085533/0883450085557/0883450085564/0883450085571/0883450085588/0883450085595/0883450085601/0883450155922/0883450156653/0883450250863/0883450251280/0883450955676,5.5 in/139.7 mm,11.01 in/279.7 mm,6.89 in/175 mm,13.75 in/349.3 mm,15.88 in/403.4 mm,2.75 in/69.9 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,2.31 in/58.7 mm,6.25 in/158.8 mm,3.73 in/94.7 mm,-0.03 in/-0.8 mm,6.04 in/153.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPG26J415S,22226 ,4 15/16 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,3.15 in / 80 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg26j415s,Mounted Bearing,22226,4 15/16 in,Imperial,QMPG26J415SB/QMPG26J415SC/QMPG26J415SEB/QMPG26J415SEC/QMPG26J415SEM/QMPG26J415SEN/QMPG26J415SEO/QMPG26J415SET/QMPG26J415SM/QMPG26J415SN/QMPG26J415SO/QMPG26J415ST,Eccentric,Four-Bolt Pillow Block,0883450139687/0883450139694/0883450139700/0883450139717/0883450139748/0883450139755/0883450158336/0883450158732/0883450252102/0883450252263/0883450329088/0883450329095,5.91 in/150 mm,11.08 in/281.4 mm,6.89 in/175 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.69 in/500.1 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,2.31 in/58.7 mm,6.24 in/158.5 mm,3.72 in/94.5 mm,-0.27 in/-6.9 mm,6.04 in/153.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPH26J415S,22226 ,4 15/16 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,3.38 in / 85.9 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph26j415s,Mounted Bearing,22226,4 15/16 in,Imperial,QMPH26J415SB/QMPH26J415SC/QMPH26J415SEB/QMPH26J415SEC/QMPH26J415SEM/QMPH26J415SEN/QMPH26J415SEO/QMPH26J415SET/QMPH26J415SM/QMPH26J415SN/QMPH26J415SO/QMPH26J415ST,Eccentric,Four-Bolt Pillow Block,0883450033824/0883450033831/0883450138482/0883450138499/0883450138505/0883450138512/0883450138543/0883450138550/0883450157537/0883450157933/0883450251785/0883450251945,6 in/152.4 mm,11.18 in/284 mm,6.89 in/175 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,2.31 in/58.7 mm,6.24 in/158.5 mm,3.72 in/94.5 mm,-0.03 in/-0.8 mm,6.03 in/153.2 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPX26J415S,22226 ,4 15/16 in,6.125 in / 155.6 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,4-1/4 in / 108 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx26j415s,Mounted Bearing,22226,4 15/16 in,Imperial,QMPX26J415SB/QMPX26J415SC/QMPX26J415SEB/QMPX26J415SEC/QMPX26J415SEM/QMPX26J415SEN/QMPX26J415SEO/QMPX26J415SET/QMPX26J415SM/QMPX26J415SN/QMPX26J415SO/QMPX26J415ST,Eccentric,Four-Bolt Pillow Block,0883450095020/0883450095037/0883450095051/0883450095068/0883450095075/0883450095082/0883450095099/0883450095105/0883450159593/0883450160322/0883450252881/0883450253307,6.125 in/155.6 mm,11.15 in/283.2 mm,6.89 in/175 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,2.31 in/58.7 mm,7.1 in/180.3 mm,3.72 in/94.5 mm,-0.06 in/-1.5 mm,6.04 in/153.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPR26J415S,22226 ,4 15/16 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,2.81 in / 71.4 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr26j415s,Mounted Bearing,22226,4 15/16 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,5.5 in/139.7 mm,11.01 in/179.7 mm,6.89 in/175 mm,13 in/330.2 mm,15.88 in/403.4 mm,2.81 in/71.4 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,2.31 in/58.7 mm,6.24 in/158.5 mm,3.72 in/94.5 mm,-0.04 in/-1 mm,6.03 in/153.2 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QMPF26J500S,22226 ,5 in,5.5 in / 139.7 mm,13.75 in / 349.3 mm,15.88 in / 403.4 mm,2.75 in / 69.9 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf26j500s,Mounted Bearing,22226,5 in,Imperial,QMPF26J500SB/QMPF26J500SC/QMPF26J500SEB/QMPF26J500SEC/QMPF26J500SEM/QMPF26J500SEN/QMPF26J500SEO/QMPF26J500SET/QMPF26J500SM/QMPF26J500SN/QMPF26J500SO/QMPF26J500ST,Eccentric,Four-Bolt Pillow Block,0883450085625/0883450085632/0883450085656/0883450085663/0883450085670/0883450085687/0883450085694/0883450085700/0883450155939/0883450156660/0883450250870/0883450251297,5.5 in/139.7 mm,11.01 in/279.7 mm,6.89 in/175 mm,13.75 in/349.3 mm,15.88 in/403.4 mm,2.75 in/69.9 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,2.31 in/58.7 mm,6.25 in/158.8 mm,3.73 in/94.7 mm,-0.03 in/-0.8 mm,6.04 in/153.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPG26J500S,22226 ,5 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,3.15 in / 80 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg26j500s,Mounted Bearing,22226,5 in,Imperial,QMPG26J500SB/QMPG26J500SC/QMPG26J500SEB/QMPG26J500SEC/QMPG26J500SEM/QMPG26J500SEN/QMPG26J500SEO/QMPG26J500SET/QMPG26J500SM/QMPG26J500SN/QMPG26J500SO/QMPG26J500ST,Eccentric,Four-Bolt Pillow Block,0883450139786/0883450139793/0883450139809/0883450139816/0883450139847/0883450139854/0883450158343/0883450158749/0883450252119/0883450252270/0883450329101/0883450329118,5.91 in/150 mm,11.08 in/281.4 mm,6.89 in/175 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.69 in/500.1 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,2.31 in/58.7 mm,6.24 in/158.5 mm,3.72 in/94.5 mm,-0.27 in/-6.9 mm,6.04 in/153.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPH26J500S,22226 ,5 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,3.38 in / 85.9 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph26j500s,Mounted Bearing,22226,5 in,Imperial,QMPH26J500SB/QMPH26J500SC/QMPH26J500SEB/QMPH26J500SEC/QMPH26J500SEM/QMPH26J500SEN/QMPH26J500SEO/QMPH26J500SET/QMPH26J500SM/QMPH26J500SN/QMPH26J500SO/QMPH26J500ST,Eccentric,Four-Bolt Pillow Block,0883450033848/0883450033855/0883450138581/0883450138598/0883450138604/0883450138611/0883450138642/0883450138659/0883450157544/0883450157940/0883450251792/0883450251952,6 in/152.4 mm,11.18 in/284 mm,6.89 in/175 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,2.31 in/58.7 mm,6.24 in/158.5 mm,3.72 in/94.5 mm,-0.03 in/-0.8 mm,6.03 in/153.2 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPX26J500S,22226 ,5 in,6.125 in / 155.6 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,4-1/4 in / 108 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx26j500s,Mounted Bearing,22226,5 in,Imperial,QMPX26J500SB/QMPX26J500SC/QMPX26J500SEB/QMPX26J500SEC/QMPX26J500SEM/QMPX26J500SEN/QMPX26J500SEO/QMPX26J500SET/QMPX26J500SM/QMPX26J500SN/QMPX26J500SO/QMPX26J500ST,Eccentric,Four-Bolt Pillow Block,0883450095129/0883450095136/0883450095150/0883450095167/0883450095174/0883450095181/0883450095198/0883450095204/0883450159609/0883450160339/0883450252898/0883450253314,6.125 in/155.6 mm,11.15 in/283.2 mm,6.89 in/175 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,2.31 in/58.7 mm,7.1 in/180.3 mm,3.72 in/94.5 mm,-0.06 in/-1.5 mm,6.04 in/153.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMPR26J500S,22226 ,5 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,2.81 in / 71.4 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr26j500s,Mounted Bearing,22226,5 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,5.5 in/139.7 mm,11.01 in/179.7 mm,6.89 in/175 mm,13 in/330.2 mm,15.88 in/403.4 mm,2.81 in/71.4 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,2.31 in/58.7 mm,6.24 in/158.5 mm,3.72 in/94.5 mm,-0.04 in/-1 mm,6.03 in/153.2 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QMPF30J507S,23230 ,5 7/16 in,6.69 in / 169.9 mm,17.38 in / 441.5 mm,19.13 in / 485.9 mm,3-3/4 in / 95.3 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf30j507s,Mounted Bearing,23230,5 7/16 in,Imperial,QMPF30J507SB/QMPF30J507SC/QMPF30J507SEB/QMPF30J507SEC/QMPF30J507SEM/QMPF30J507SEN/QMPF30J507SEO/QMPF30J507SET/QMPF30J507SM/QMPF30J507SN/QMPF30J507SO/QMPF30J507ST,Eccentric,Four-Bolt Pillow Block,0883450085724/0883450085731/0883450085755/0883450085762/0883450085779/0883450085786/0883450085793/0883450085809/0883450155953/0883450156684/0883450250894/0883450251310,6.69 in/169.9 mm,13 in/330.2 mm,8.07 in/205 mm,17.38 in/441.5 mm,19.13 in/485.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPG30J507S,23230 ,5 7/16 in,6.693 in / 170 mm,17.25 in / 438.2 mm,19 in / 482.6 mm,3.54 in / 89.9 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg30j507s,Mounted Bearing,23230,5 7/16 in,Imperial,QMPG30J507SB/QMPG30J507SC/QMPG30J507SEB/QMPG30J507SEC/QMPG30J507SEM/QMPG30J507SEN/QMPG30J507SEO/QMPG30J507SET/QMPG30J507SM/QMPG30J507SN/QMPG30J507SO/QMPG30J507ST,Eccentric,Four-Bolt Pillow Block,0883450033220/0883450033237/0883450139977/0883450139984/0883450139991/0883450140003/0883450140034/0883450140041/0883450158367/0883450158763/0883450252133/0883450252294,6.693 in/170 mm,13.08 in/332.2 mm,8.07 in/205 mm,17.25 in/438.2 mm,19 in/482.6 mm,3.54 in/89.9 mm,21.65 in/549.9 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.82 in/198.6 mm,4.57 in/116.1 mm,0.38 in/9.7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPH30J507S,23230 ,5 7/16 in,6.688 in / 169.9 mm,17.38 in / 441.5 mm,19.13 in / 485.9 mm,3-3/4 in / 95.3 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph30j507s,Mounted Bearing,23230,5 7/16 in,Imperial,QMPH30J507SB/QMPH30J507SC/QMPH30J507SEB/QMPH30J507SEC/QMPH30J507SEM/QMPH30J507SEN/QMPH30J507SEO/QMPH30J507SET/QMPH30J507SM/QMPH30J507SN/QMPH30J507SO/QMPH30J507ST,Eccentric,Four-Bolt Pillow Block,0883450033930/0883450033947/0883450138789/0883450138796/0883450138802/0883450138819/0883450138840/0883450138857/0883450157568/0883450157964/0883450251815/0883450251976,6.688 in/169.9 mm,13.02 in/330.7 mm,8.07 in/205 mm,17.38 in/441.5 mm,19.13 in/485.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.84 in/199.1 mm,4.57 in/116.1 mm,0.2 in/5.1 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPX30J507S,23230 ,5 7/16 in,6.688 in / 169.9 mm,17.32 in / 439.9 mm,19.13 in / 485.9 mm,3.68 in / 93.5 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx30j507s,Mounted Bearing,23230,5 7/16 in,Imperial,QMPX30J507SB/QMPX30J507SC/QMPX30J507SEB/QMPX30J507SEC/QMPX30J507SEM/QMPX30J507SEN/QMPX30J507SEO/QMPX30J507SET/QMPX30J507SM/QMPX30J507SN/QMPX30J507SO/QMPX30J507ST,Eccentric,Four-Bolt Pillow Block,0883450095228/0883450095235/0883450095259/0883450095266/0883450095273/0883450095280/0883450095297/0883450095303/0883450159623/0883450160353/0883450252911/0883450253338,6.688 in/169.9 mm,13 in/330.2 mm,8.07 in/205 mm,17.32 in/439.9 mm,19.13 in/485.9 mm,3.68 in/93.5 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1.125 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPF30J508S,23230 ,5 1/2 in,6.69 in / 169.9 mm,17.38 in / 441.5 mm,19.13 in / 485.9 mm,3-3/4 in / 95.3 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf30j508s,Mounted Bearing,23230,5 1/2 in,Imperial,QMPF30J508SB/QMPF30J508SC/QMPF30J508SEB/QMPF30J508SEC/QMPF30J508SEM/QMPF30J508SEN/QMPF30J508SEO/QMPF30J508SET/QMPF30J508SM/QMPF30J508SN/QMPF30J508SO/QMPF30J508ST/QMPF30J508STNG,Eccentric,Four-Bolt Pillow Block,0013992131430/0883450085823/0883450085830/0883450085854/0883450085861/0883450085878/0883450085885/0883450085892/0883450085908/0883450155960/0883450156691/0883450250900/0883450251327,6.69 in/169.9 mm,13 in/330.2 mm,8.07 in/205 mm,17.38 in/441.5 mm,19.13 in/485.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPG30J508S,23230 ,5 1/2 in,6.693 in / 170 mm,17.25 in / 438.2 mm,19 in / 482.6 mm,3.54 in / 89.9 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg30j508s,Mounted Bearing,23230,5 1/2 in,Imperial,QMPG30J508SB/QMPG30J508SC/QMPG30J508SEB/QMPG30J508SEC/QMPG30J508SEM/QMPG30J508SEN/QMPG30J508SEO/QMPG30J508SET/QMPG30J508SM/QMPG30J508SN/QMPG30J508SO/QMPG30J508ST,Eccentric,Four-Bolt Pillow Block,0883450033244/0883450033251/0883450140072/0883450140089/0883450140096/0883450140102/0883450140133/0883450140140/0883450158374/0883450158770/0883450252140/0883450252300,6.693 in/170 mm,13.08 in/332.2 mm,8.07 in/205 mm,17.25 in/438.2 mm,19 in/482.6 mm,3.54 in/89.9 mm,21.65 in/549.9 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.82 in/198.6 mm,4.57 in/116.1 mm,0.38 in/9.7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPH30J508S,23230 ,5 1/2 in,6.688 in / 169.9 mm,17.38 in / 441.5 mm,19.13 in / 485.9 mm,3-3/4 in / 95.3 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph30j508s,Mounted Bearing,23230,5 1/2 in,Imperial,QMPH30J508SB/QMPH30J508SC/QMPH30J508SEB/QMPH30J508SEC/QMPH30J508SEM/QMPH30J508SEN/QMPH30J508SEO/QMPH30J508SET/QMPH30J508SM/QMPH30J508SN/QMPH30J508SO/QMPH30J508ST,Eccentric,Four-Bolt Pillow Block,0883450033954/0883450033961/0883450138888/0883450138895/0883450138901/0883450138918/0883450138949/0883450138956/0883450157575/0883450157971/0883450251822/0883450251983,6.688 in/169.9 mm,13.02 in/330.7 mm,8.07 in/205 mm,17.38 in/441.5 mm,19.13 in/485.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.84 in/199.1 mm,4.57 in/116.1 mm,0.2 in/5.1 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPX30J508S,23230 ,5 1/2 in,6.688 in / 169.9 mm,17.32 in / 439.9 mm,19.13 in / 485.9 mm,3.68 in / 93.5 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx30j508s,Mounted Bearing,23230,5 1/2 in,Imperial,QMPX30J508SB/QMPX30J508SC/QMPX30J508SEB/QMPX30J508SEC/QMPX30J508SEM/QMPX30J508SEN/QMPX30J508SEO/QMPX30J508SET/QMPX30J508SM/QMPX30J508SN/QMPX30J508SO/QMPX30J508ST,Eccentric,Four-Bolt Pillow Block,0883450095327/0883450095334/0883450095358/0883450095365/0883450095372/0883450095389/0883450095396/0883450095402/0883450159630/0883450160360/0883450252928/0883450253345,6.688 in/169.9 mm,13 in/330.2 mm,8.07 in/205 mm,17.32 in/439.9 mm,19.13 in/485.9 mm,3.68 in/93.5 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1.125 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPF30J515S,23230 ,5 15/16 in,6.69 in / 169.9 mm,17.38 in / 441.5 mm,19.13 in / 485.9 mm,3-3/4 in / 95.3 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf30j515s,Mounted Bearing,23230,5 15/16 in,Imperial,QMPF30J515SB/QMPF30J515SC/QMPF30J515SEB/QMPF30J515SEC/QMPF30J515SEM/QMPF30J515SEN/QMPF30J515SEO/QMPF30J515SET/QMPF30J515SM/QMPF30J515SN/QMPF30J515SO/QMPF30J515ST,Eccentric,Four-Bolt Pillow Block,0883450085922/0883450085939/0883450085953/0883450085960/0883450085977/0883450085984/0883450085991/0883450086004/0883450155984/0883450156714/0883450250924/0883450251341,6.69 in/169.9 mm,13 in/330.2 mm,8.07 in/205 mm,17.38 in/441.5 mm,19.13 in/485.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
