Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVPXT14V065S,22214 ,65 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 233 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpxt14v065s,Mounted Bearing,22214,65 mm,Metric,QVPXT14V065SB/QVPXT14V065SC/QVPXT14V065SEB/QVPXT14V065SEC/QVPXT14V065SEM/QVPXT14V065SEN/QVPXT14V065SEO/QVPXT14V065SET/QVPXT14V065SM/QVPXT14V065SN/QVPXT14V065SO/QVPXT14V065ST,Single V-Lock,Two-Bolt Pillow Block,,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,7.66 in/194.6 mm,8.78 in/233 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.5 in/88.9 mm,0.26 in/6.6 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVP16V070S,22216 ,70 mm,3.13 in / 79.5 mm,7.8 in / 198.1 mm,9.63 in / 244.6 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp16v070s,Mounted Bearing,22216,70 mm,Metric,QVP16V070SB/QVP16V070SC/QVP16V070SEB/QVP16V070SEC/QVP16V070SEM/QVP16V070SEN/QVP16V070SEO/QVP16V070SET/QVP16V070SM/QVP16V070SN/QVP16V070SO/QVP16V070ST,Single V-Lock,Two-Bolt Pillow Block,0883450110716/0883450110730/0883450110747/0883450110754/0883450170598/0883450171342/0883450202114/0883450202497/0883450214537/0883450214919/0883450226950/0883450227339,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,7.8 in/198.1 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.22 in/5.6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPA17V070S,22217 ,70 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa17v070s,Mounted Bearing,22217,70 mm,Metric,QVPA17V070SB/QVPA17V070SC/QVPA17V070SEB/QVPA17V070SEC/QVPA17V070SEM/QVPA17V070SEN/QVPA17V070SEO/QVPA17V070SET/QVPA17V070SM/QVPA17V070SN/QVPA17V070SO/QVPA17V070ST,Single V-Lock,Two-Bolt Pillow Block,0883450146364/0883450146517/0883450151863/0883450152013/0883450164979/0883450168236/0883450182072/0883450183062/0883450259019/0883450260060/0883450281829/0883450281973,3.75 in/95.3 mm,7.32 in/186 mm,4.19 in/106.4 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.28 in/7.1 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPL16V070S,22216 ,70 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl16v070s,Mounted Bearing,22216,70 mm,Metric,QVPL16V070SB/QVPL16V070SC/QVPL16V070SEB/QVPL16V070SEC/QVPL16V070SEM/QVPL16V070SEN/QVPL16V070SEO/QVPL16V070SET/QVPL16V070SM/QVPL16V070SN/QVPL16V070SO/QVPL16V070ST,Single V-Lock,Two-Bolt Pillow Block,0883450112994/0883450113014/0883450113021/0883450113038/0883450172103/0883450172868/0883450202879/0883450203258/0883450215299/0883450215671/0883450227711/0883450228091,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.2 in/5.1 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPA16V070S,22216 ,70 mm,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa16v070s,Mounted Bearing,22216,70 mm,Metric,QVPA16V070SB/QVPA16V070SC/QVPA16V070SEB/QVPA16V070SEC/QVPA16V070SEM/QVPA16V070SEN/QVPA16V070SEO/QVPA16V070SET/QVPA16V070SM/QVPA16V070SN/QVPA16V070SO/QVPA16V070ST,Single V-Lock,Two-Bolt Pillow Block,883450564151/883450564168/883450583169/883450583176/883450583183/883450583190/883450583206/883450583213/883450583220/883450583237/883450583244/883450583251,3.5 in/88.9 mm,6.96 in/176.7 mm,4.19 in/106.4 mm,9 in/228.6 mm,11 in/279.4 mm,13 in/330.2 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.47 in/88.2 mm,0.23 in/5.8 mm,3.06 in/77.8 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPN16V070S,22216 ,70 mm,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn16v070s,Mounted Bearing,22216,70 mm,Metric,QVPN16V070SB/QVPN16V070SC/QVPN16V070SEB/QVPN16V070SEC/QVPN16V070SEM/QVPN16V070SEN/QVPN16V070SEO/QVPN16V070SET/QVPN16V070SM/QVPN16V070SN/QVPN16V070SO/QVPN16V070ST,Single V-Lock,Two-Bolt Pillow Block,883450422185/883450422192/883450422208/883450422215/883450422222/883450422239/883450422246/883450422253/883450422260/883450422277/883450422284/883450422291,3.74 in/95 mm,7.1 in/180.3 mm,4.17 in/106 mm,9.25 in/235 mm,10.5 in/266.7 mm,12.4 in/315 mm,2.86 in/72.5 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.52 in/89.4 mm,0.12 in/3 mm,3.35 in/85.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVSN16V070S,22216 ,70 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn16v070s,Mounted Bearing,22216,70 mm,Metric,QVSN16V070SB/QVSN16V070SC/QVSN16V070SEB/QVSN16V070SEC/QVSN16V070SEM/QVSN16V070SEN/QVSN16V070SEO/QVSN16V070SET/QVSN16V070SM/QVSN16V070SMNP/QVSN16V070SN/QVSN16V070SO/QVSN16V070ST/QVSN16V070STNG,Single V-Lock,Two-Bolt Pillow Block,0883450147378/0883450147385/0883450147415/0883450147422/0883450177429/0883450177863/0883450205030/0883450205412/0883450217453/0883450217835/0883450229876/0883450230254/0883450433402/0883450433778,3.74 in/95 mm,7.2 in/183 mm,4.17 in/106 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.33 in/34 mm,0.75 in/20 mm,3.58 in/91 mm,0.29 in/7.4 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPXT16V070S,22216 ,70 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpxt16v070s,Mounted Bearing,22216,70 mm,Metric,QVPXT16V070SB/QVPXT16V070SC/QVPXT16V070SEB/QVPXT16V070SEC/QVPXT16V070SEM/QVPXT16V070SEN/QVPXT16V070SEO/QVPXT16V070SET/QVPXT16V070SM/QVPXT16V070SN/QVPXT16V070SO/QVPXT16V070ST,Single V-Lock,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6.84 in/173.7 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,3.58 in/90.9 mm,0.24 in/6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVP16V075S,22216 ,75 mm,3.13 in / 79.5 mm,7.8 in / 198.1 mm,9.63 in / 244.6 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp16v075s,Mounted Bearing,22216,75 mm,Metric,QVP16V075SB/QVP16V075SC/QVP16V075SEB/QVP16V075SEC/QVP16V075SEM/QVP16V075SEN/QVP16V075SEO/QVP16V075SET/QVP16V075SM/QVP16V075SN/QVP16V075SO/QVP16V075ST,Single V-Lock,Two-Bolt Pillow Block,0883450110778/0883450110792/0883450110808/0883450110815/0883450170628/0883450171373/0883450202145/0883450202527/0883450214568/0883450214940/0883450226981/0883450227360,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,7.8 in/198.1 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.22 in/5.6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPA17V075S,22217 ,75 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa17v075s,Mounted Bearing,22217,75 mm,Metric,QVPA17V075SB/QVPA17V075SC/QVPA17V075SEB/QVPA17V075SEC/QVPA17V075SEM/QVPA17V075SEN/QVPA17V075SEO/QVPA17V075SET/QVPA17V075SM/QVPA17V075SN/QVPA17V075SO/QVPA17V075ST,Single V-Lock,Two-Bolt Pillow Block,0883450048095/0883450048125/0883450206082/0883450206235/0883450218511/0883450218665/0883450230933/0883450231084/0883450239677/0883450239820/0883450244633/0883450244787,3.75 in/95.3 mm,7.32 in/186 mm,4.19 in/106.4 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.28 in/7.1 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPL16V075S,22216 ,75 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl16v075s,Mounted Bearing,22216,75 mm,Metric,QVPL16V075SB/QVPL16V075SC/QVPL16V075SEB/QVPL16V075SEC/QVPL16V075SEM/QVPL16V075SEN/QVPL16V075SEO/QVPL16V075SET/QVPL16V075SM/QVPL16V075SN/QVPL16V075SO/QVPL16V075ST,Single V-Lock,Two-Bolt Pillow Block,0883450113052/0883450113076/0883450113083/0883450113090/0883450172134/0883450172899/0883450202909/0883450203289/0883450215329/0883450215701/0883450227742/0883450228121,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.2 in/5.1 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPN17V075S,22217 ,75 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn17v075s,Mounted Bearing,22217,75 mm,Metric,QVPN17V075SB/QVPN17V075SC/QVPN17V075SEB/QVPN17V075SEC/QVPN17V075SEM/QVPN17V075SEN/QVPN17V075SEO/QVPN17V075SET/QVPN17V075SM/QVPN17V075SN/QVPN17V075SO/QVPN17V075ST,Single V-Lock,Two-Bolt Pillow Block,0883450057660/0883450057769/0883450205795/0883450205931/0883450218214/0883450218368/0883450230636/0883450230780/0883450239370/0883450239523/0883450244336/0883450244480,3.75 in/95.3 mm,7.32 in/185.9 mm,4.29 in/109 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/34 mm,0.75 in/20 mm,3.61 in/91.7 mm,0.28 in/7.1 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVSN16V075S,22216 ,75 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn16v075s,Mounted Bearing,22216,75 mm,Metric,QVSN16V075SB/QVSN16V075SC/QVSN16V075SEB/QVSN16V075SEC/QVSN16V075SEM/QVSN16V075SEN/QVSN16V075SEO/QVSN16V075SET/QVSN16V075SM/QVSN16V075SN/QVSN16V075SO/QVSN16V075ST/QVSN16V075STNG,Single V-Lock,Two-Bolt Pillow Block,0883450147675/0883450147682/0883450147712/0883450147729/0883450177450/0883450177894/0883450205061/0883450205443/0883450217484/0883450217866/0883450229906/0883450230285/0883450492300,3.74 in/95 mm,7.2 in/183 mm,4.17 in/106 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.33 in/34 mm,0.75 in/20 mm,3.58 in/91 mm,0.29 in/7.4 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPXT16V075S,22216 ,75 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpxt16v075s,Mounted Bearing,22216,75 mm,Metric,QVPXT16V075SB/QVPXT16V075SC/QVPXT16V075SEB/QVPXT16V075SEC/QVPXT16V075SEM/QVPXT16V075SEN/QVPXT16V075SEO/QVPXT16V075SET/QVPXT16V075SM/QVPXT16V075SN/QVPXT16V075SO/QVPXT16V075ST,Single V-Lock,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6.84 in/173.7 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,3.58 in/90.9 mm,0.24 in/6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVP19V080S,22219 ,80 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp19v080s,Mounted Bearing,22219,80 mm,Metric,QVP19V080SB/QVP19V080SC/QVP19V080SEB/QVP19V080SEC/QVP19V080SEM/QVP19V080SEN/QVP19V080SEO/QVP19V080SET/QVP19V080SM/QVP19V080SN/QVP19V080SO/QVP19V080ST,Single V-Lock,Two-Bolt Pillow Block,0883450111072/0883450111096/0883450111102/0883450111119/0883450170659/0883450171403/0883450202176/0883450202558/0883450214599/0883450214971/0883450227018/0883450227391,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.23 in/5.8 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA20V080S,22220 ,80 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa20v080s,Mounted Bearing,22220,80 mm,Metric,QVPA20V080SB/QVPA20V080SC/QVPA20V080SEB/QVPA20V080SEC/QVPA20V080SEM/QVPA20V080SEN/QVPA20V080SEO/QVPA20V080SET/QVPA20V080SM/QVPA20V080SN/QVPA20V080SO/QVPA20V080ST,Single V-Lock,Two-Bolt Pillow Block,0883450146395/0883450146548/0883450151894/0883450152044/0883450165136/0883450168908/0883450182102/0883450183178/0883450259040/0883450260510/0883450281850/0883450282000,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPL19V080S,22219 ,80 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl19v080s,Mounted Bearing,22219,80 mm,Metric,QVPL19V080SB/QVPL19V080SC/QVPL19V080SEB/QVPL19V080SEC/QVPL19V080SEM/QVPL19V080SEN/QVPL19V080SEO/QVPL19V080SET/QVPL19V080SM/QVPL19V080SN/QVPL19V080SO/QVPL19V080ST,Single V-Lock,Two-Bolt Pillow Block,0883450113359/0883450113373/0883450113380/0883450113397/0883450172165/0883450172929/0883450202930/0883450203319/0883450215350/0883450215732/0883450227773/0883450228152,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.3 in/7.6 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA19V080S,22219 ,80 mm,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa19v080s,Mounted Bearing,22219,80 mm,Metric,QVPA19V080SB/QVPA19V080SC/QVPA19V080SEB/QVPA19V080SEC/QVPA19V080SEM/QVPA19V080SEN/QVPA19V080SEO/QVPA19V080SET/QVPA19V080SM/QVPA19V080SN/QVPA19V080SO/QVPA19V080ST,Single V-Lock,Two-Bolt Pillow Block,883450564212/883450564229/883450584753/883450584760/883450584777/883450584784/883450584791/883450584807/883450584814/883450584821/883450584838/883450584845,4 in/101.6 mm,8 in/203.1 mm,4.9 in/124.5 mm,10 in/254 mm,11.75 in/298.5 mm,13.75 in/349.3 mm,3.14 in/79.8 mm,1.63 in/41.3 mm,0.75 in/20 mm,3.82 in/97 mm,0.19 in/4.8 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPN19V080S,22219 ,80 mm,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn19v080s,Mounted Bearing,22219,80 mm,Metric,QVPN19V080SB/QVPN19V080SC/QVPN19V080SEB/QVPN19V080SEC/QVPN19V080SEM/QVPN19V080SEN/QVPN19V080SEO/QVPN19V080SET/QVPN19V080SM/QVPN19V080SN/QVPN19V080SO/QVPN19V080ST,Single V-Lock,Two-Bolt Pillow Block,883450422543/883450422550/883450422567/883450422574/883450422581/883450422598/883450422604/883450422611/883450422628/883450422635/883450422642/883450422659,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.31 in/7.8 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVSN19V080S,22219 ,80 mm,3.94 in / 100 mm,11.02 in / 280 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn19v080s,Mounted Bearing,22219,80 mm,Metric,QVSN19V080SB/QVSN19V080SC/QVSN19V080SEB/QVSN19V080SEC/QVSN19V080SEM/QVSN19V080SEN/QVSN19V080SEO/QVSN19V080SET/QVSN19V080SM/QVSN19V080SN/QVSN19V080SO/QVSN19V080ST,Single V-Lock,Two-Bolt Pillow Block,0883450148566/0883450148573/0883450148603/0883450148610/0883450177481/0883450177924/0883450205092/0883450205474/0883450217514/0883450217897/0883450229937/0883450230315,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,11.02 in/280 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.73 in/18.5 mm,3.29 in/83.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
