Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Locking Style,Housing Construction,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max,Full Timken Part Number,UPC Code
TAPKT15K208S,22215 ,2 1/2 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.5 in/88.9 mm,6.84 in/173.7 mm,3.86 in/98 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.91 in/73.9 mm,1.38 in/35.1 mm,0.875 in/24 mm,3.22 in/81.8 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,TAPKT15K208SB/TAPKT15K208SC/TAPKT15K208SEB/TAPKT15K208SEC/TAPKT15K208SEM/TAPKT15K208SEN/TAPKT15K208SEO/TAPKT15K208SET/TAPKT15K208SM/TAPKT15K208SN/TAPKT15K208SO/TAPKT15K208ST,0883450086110/0883450086141/0883450276368/0883450276436/0883450278102/0883450278171/0883450278249/0883450278317/0883450278386/0883450278454/0883450278522/0883450278591
TAPN15K208S,22215 ,2 1/2 in,3.15 in / 80 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.15 in/80 mm,6.33 in/160.8 mm,3.86 in/98 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.15 in/29.2 mm,0.625 in/16 mm,3.08 in/78.2 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,TAPN15K208SB/TAPN15K208SC/TAPN15K208SEB/TAPN15K208SEC/TAPN15K208SEM/TAPN15K208SEN/TAPN15K208SEO/TAPN15K208SET/TAPN15K208SM/TAPN15K208SN/TAPN15K208SO/TAPN15K208ST,0883450132923/0883450132930/0883450132954/0883450132961/0883450132978/0883450132985/0883450132992/0883450133005/0883450197304/0883450197519/0883450274814/0883450275019
TASD15K208S,22215 ,2 1/2 in,4 in / 101.6 mm,10 in / 254 mm,11.5 in / 292.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4 in/101.6 mm,7.18 in/182.4 mm,3.86 in/98 mm,10 in/254 mm,11.5 in/292.1 mm,13.25 in/336.6 mm,2.78 in/70.7 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.12 in/79.3 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
TADI15K208S,22215 ,2 1/2 in,3.25 in / 82.6 mm,9.25 in / 235 mm,10.25 in / 260.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,6.43 in/163.3 mm,3.86 in/98 mm,9.25 in/235 mm,10.25 in/260.4 mm,12 in/304.8 mm,2.78 in/70.71 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,TADI15K208SB/TADI15K208SC/TADI15K208SEB/TADI15K208SEC/TADI15K208SEM/TADI15K208SEN/TADI15K208SEO/TADI15K208SET/TADI15K208SM/TADI15K208SN/TADI15K208SO/TADI15K208ST,
TAPN16K211S,22216 ,2 11/16 in,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 11/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.74 in/95 mm,7.1 in/180.3 mm,4.12 in/104.6 mm,9.25 in/235 mm,10.5 in/266.7 mm,12.4 in/315 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.3 in/83.3 mm,1.87 in/47.5 mm,3.07 in/78 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
TAPA16K211S,22216 ,2 11/16 in,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 11/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.5 in/88.9 mm,6.96 in/176.7 mm,4.12 in/104.7 mm,9 in/228.6 mm,11 in/279.4 mm,13 in/330.2 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.3 in/83.8 mm,1.87 in/47.5 mm,3.06 in/77.8 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
TAPN16K212S,22216 ,2 3/4 in,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 3/4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.74 in/95 mm,7.1 in/180.3 mm,4.12 in/104.6 mm,9.25 in/235 mm,10.5 in/266.7 mm,12.4 in/315 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.3 in/83.3 mm,1.87 in/47.5 mm,3.07 in/78 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
TAPA16K212S,22216 ,2 3/4 in,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 3/4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.5 in/88.9 mm,6.96 in/176.7 mm,4.12 in/104.7 mm,9 in/228.6 mm,11 in/279.4 mm,13 in/330.2 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.3 in/83.8 mm,1.87 in/47.5 mm,3.06 in/77.8 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
DVP17K215S,22217 ,2 15/16 in,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.62 in / 244.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,6.82 in/173.2 mm,4.33 in/110 mm,7.88 in/200.2 mm,9.62 in/244.3 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,DVP17K215SB/DVP17K215SC/DVP17K215SEB/DVP17K215SEC/DVP17K215SEM/DVP17K215SEN/DVP17K215SEO/DVP17K215SET/DVP17K215SM/DVP17K215SN/DVP17K215SO/DVP17K215ST,0883450008525/0883450008532/0883450008556/0883450008563/0883450008570/0883450008587/0883450008594/0883450008600/0883450195720/0883450195928/0883450273237/0883450273435
TAPA17K215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPA17K215SB/TAPA17K215SC/TAPA17K215SEB/TAPA17K215SEC/TAPA17K215SEM/TAPA17K215SEN/TAPA17K215SEO/TAPA17K215SET/TAPA17K215SM/TAPA17K215SN/TAPA17K215SO/TAPA17K215ST,0883450125376/0883450125383/0883450125406/0883450125413/0883450125420/0883450125437/0883450125444/0883450125451/0883450197731/0883450197939/0883450275231/0883450275439
TAPN17K215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPN17K215SB/TAPN17K215SC/TAPN17K215SEB/TAPN17K215SEC/TAPN17K215SEM/TAPN17K215SEMT/TAPN17K215SEN/TAPN17K215SEO/TAPN17K215SET/TAPN17K215SM/TAPN17K215SMT/TAPN17K215SN/TAPN17K215SO/TAPN17K215ST,0883450133128/0883450133135/0883450133159/0883450133166/0883450133173/0883450133180/0883450133197/0883450133203/0883450197328/0883450197533/0883450274838/0883450275033/0883450432436/0883450436663
TASD17K215S,22217 ,2 15/16 in,4.75 in / 120.7 mm,11 in / 279.4 mm,12.5 in / 317.5 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.75 in/120.7 mm,8.32 in/211.3 mm,4.33 in/110 mm,11 in/279.4 mm,12.5 in/317.5 mm,14.25 in/362 mm,2.98 in/75.7 mm,1.56 in/39.6 mm,0.75 in/20 mm,3.45 in/87.6 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,,
TADI17K215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.88 in / 251 mm,11.5 in / 292.1 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.88 in/251 mm,11.5 in/292.1 mm,13.46 in/341.8 mm,2.98 in/75.7 mm,1.25 in/31.8 mm,0.75 in/20 mm,1.96 in/87.9 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TADI17K215SB/TADI17K215SC/TADI17K215SEB/TADI17K215SEC/TADI17K215SEM/TADI17K215SEN/TADI17K215SEO/TADI17K215SET/TADI17K215SM/TADI17K215SN/TADI17K215SO/TADI17K215ST,
DVP17K300S,22217 ,3 in,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.62 in / 244.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,6.82 in/173.2 mm,4.33 in/110 mm,7.88 in/200.2 mm,9.62 in/244.3 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,DVP17K300SB/DVP17K300SC/DVP17K300SEB/DVP17K300SEC/DVP17K300SEM/DVP17K300SEN/DVP17K300SEO/DVP17K300SET/DVP17K300SM/DVP17K300SN/DVP17K300SO/DVP17K300ST,0883450008624/0883450008631/0883450008655/0883450008662/0883450008679/0883450008686/0883450008693/0883450008709/0883450195737/0883450195935/0883450273244/0883450273442
TAPA17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPA17K300SB/TAPA17K300SC/TAPA17K300SEB/TAPA17K300SEC/TAPA17K300SEM/TAPA17K300SEN/TAPA17K300SEO/TAPA17K300SET/TAPA17K300SM/TAPA17K300SN/TAPA17K300SO/TAPA17K300ST,0883450125475/0883450125482/0883450125505/0883450125512/0883450125529/0883450125536/0883450125543/0883450125550/0883450197748/0883450197946/0883450275248/0883450275446
TAPN17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPN17K300SB/TAPN17K300SC/TAPN17K300SEB/TAPN17K300SEC/TAPN17K300SEM/TAPN17K300SEN/TAPN17K300SEO/TAPN17K300SET/TAPN17K300SM/TAPN17K300SN/TAPN17K300SO/TAPN17K300ST,0883450133227/0883450133234/0883450133258/0883450133265/0883450133272/0883450133289/0883450133296/0883450133302/0883450197335/0883450197540/0883450274845/0883450275040
TASD17K300S,22217 ,3 in,4.75 in / 120.7 mm,11 in / 279.4 mm,12.5 in / 317.5 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.75 in/120.7 mm,8.32 in/211.3 mm,4.33 in/110 mm,11 in/279.4 mm,12.5 in/317.5 mm,14.25 in/362 mm,2.98 in/75.7 mm,1.56 in/39.6 mm,0.75 in/20 mm,3.45 in/87.6 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,,
TADI17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.88 in / 251 mm,11.5 in / 292.1 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.88 in/251 mm,11.5 in/292.1 mm,13.46 in/341.8 mm,2.98 in/75.7 mm,1.25 in/31.8 mm,0.75 in/20 mm,1.96 in/87.9 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TADI17K300SB/TADI17K300SC/TADI17K300SEB/TADI17K300SEC/TADI17K300SEM/TADI17K300SEN/TADI17K300SEO/TADI17K300SET/TADI17K300SM/TADI17K300SN/TADI17K300SO/TADI17K300ST,
TASD18K303S,22218 ,3 3/16 in,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 3/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.5 in/139.7 mm,9.35 in/237.5 mm,4.71 in/119.6 mm,13.25 in/336.6 mm,14.25 in/362 mm,16.75 in/425.5 mm,3.14 in/79.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,3.62 in/91.9 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TAPN18K303S,22218 ,3 3/16 in,3.937 in / 100 mm,11.25 in / 285.8 mm,11.63 in / 295.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 3/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.937 in/100 mm,7.69 in/195.3 mm,4.71 in/119.6 mm,11.25 in/285.8 mm,11.63 in/295.4 mm,13.63 in/346.2 mm,3.14 in/79.8 mm,1.53 in/38.9 mm,0.75 in/20 mm,3.61 in/91.7 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TAPA18K303S,22218 ,3 3/16 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 3/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4 in/101.6 mm,8 in/203.1 mm,4.71 in/119.6 mm,10 in/254 mm,11.75 in/298.5 mm,13.75 in/349.3 mm,3.14 in/79.8 mm,1.63 in/41.3 mm,0.75 in/20 mm,3.62 in/91.9 mm,2.05 in/52 mm,3.39 in/86 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TADI18K303S,22218 ,3 3/16 in,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 3/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,4.71 in/119.6 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,16 in/406.4 mm,3.14 in/79.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,3.68 in/93.3 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.08 in/2.03 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,TADI18K303SB/TADI18K303SC/TADI18K303SEB/TADI18K303SEC/TADI18K303SEM/TADI18K303SEN/TADI18K303SEO/TADI18K303SET/TADI18K303SM/TADI18K303SN/TADI18K303SO/TADI18K303ST,
TASD18K304S,22218 ,3 1/4 in,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 1/4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.5 in/139.7 mm,9.35 in/237.5 mm,4.71 in/119.6 mm,13.25 in/336.6 mm,14.25 in/362 mm,16.75 in/425.5 mm,3.14 in/79.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,3.62 in/91.9 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TAPN18K304S,22218 ,3 1/4 in,3.937 in / 100 mm,11.25 in / 285.8 mm,11.63 in / 295.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 1/4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.937 in/100 mm,7.69 in/195.3 mm,4.71 in/119.6 mm,11.25 in/285.8 mm,11.63 in/295.4 mm,13.63 in/346.2 mm,3.14 in/79.8 mm,1.53 in/38.9 mm,0.75 in/20 mm,3.61 in/91.7 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TAPA18K304S,22218 ,3 1/4 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 1/4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4 in/101.6 mm,8 in/203.1 mm,4.71 in/119.6 mm,10 in/254 mm,11.75 in/298.5 mm,13.75 in/349.3 mm,3.14 in/79.8 mm,1.63 in/41.3 mm,0.75 in/20 mm,3.62 in/91.9 mm,2.05 in/52 mm,3.39 in/86 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TADI18K304S,22218 ,3 1/4 in,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 1/4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,4.71 in/119.6 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,16 in/406.4 mm,3.14 in/79.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,3.68 in/93.3 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.08 in/2.03 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,TADI18K304SB/TADI18K304SC/TADI18K304SEB/TADI18K304SEC/TADI18K304SEM/TADI18K304SEN/TADI18K304SEO/TADI18K304SET/TADI18K304SM/TADI18K304SN/TADI18K304SO/TADI18K304ST,
