Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension N2,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P4B-TRB-4 1/2-SLJ,4 1/2 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Solid Lube - Food Grade ,E-Coat ,,4 1/2 in,Imperial,,Solid Lube - Food Grade,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4 15/16,4 15/16 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,4 15/16 in,Imperial,053893607672,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4 15/16-ECC,4 15/16 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,4 15/16 in,Imperial,0883450504379,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-K,6.669 in,10.35 in,
E-P4B-TRB-4 15/16-ECO/ECC,4 15/16 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,4 15/16 in,Imperial,0883450506007,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-K,8.313 in,10.35 in,EUDR-4 15/16
E-P4B-TRB-4 15/16-ECO/ECO,4 15/16 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,4 15/16 in,Imperial,0883450509237,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,8.413 in,10.35 in,EUDR-4 15/16
E-P4B-TRB-4 15/16-ECO,4 15/16 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,4 15/16 in,Imperial,0883450507608,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.769 in,10.35 in,EUDR-4 15/16
E-P4B-TRB-4 15/16-SLA,4 15/16 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Solid Lube - Food Grade ,E-Coat ,,4 15/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4 15/16-SLJ,4 15/16 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Solid Lube - Food Grade ,E-Coat ,,4 15/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-5,5 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,5 in,Imperial,053893607689,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-5-ECC,5 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,5 in,Imperial,0883450504409,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-K,6.669 in,10.35 in,
E-P4B-TRB-5-ECO/ECC,5 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,5 in,Imperial,0883450506038,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-K,8.313 in,10.35 in,EUDR-5
E-P4B-TRB-5-ECO/ECO,5 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,5 in,Imperial,0883450509268,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,8.413 in,10.35 in,EUDR-5
E-P4B-TRB-5-ECO,5 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,5 in,Imperial,0883450507639,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.769 in,10.35 in,EUDR-5
E-P4B-TRB-5-SLA,5 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Solid Lube - Food Grade ,E-Coat ,,5 in,Imperial,,Solid Lube - Food Grade,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-5-SLJ,5 in,Imperial ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Solid Lube - Food Grade ,E-Coat ,,5 in,Imperial,,Solid Lube - Food Grade,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-5 7/16,5 7/16 in,Imperial ,22 in,6-1/4 in,43900 lbf,1000 rpm,Grease - Premium Industrial ,E-Coat ,,5 7/16 in,Imperial,0085706128593,Grease - Premium Industrial,E-Coat,9 in,22 in,6-1/4 in,17-3/8 in,19-1/8 in,1 in,1-1/8 in,2 in,3-3/4 in,3-1/4 in,13-3/16 in,9-3/8 in,6-11/16 in,0.49,0.87,1.76,0.7,2.12,1.22,43900 lbf,354000 lbf,8635 lbf,42400 lbf,1000 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-5 1/2,5 1/2 in,Imperial ,22 in,6-1/4 in,43900 lbf,1000 rpm,Grease - Premium Industrial ,E-Coat ,,5 1/2 in,Imperial,0085706128609,Grease - Premium Industrial,E-Coat,9 in,22 in,6-1/4 in,17-3/8 in,19-1/8 in,1 in,1-1/8 in,2 in,3-3/4 in,3-1/4 in,13-3/16 in,9-3/8 in,6-11/16 in,0.49,0.87,1.76,0.7,2.12,1.22,43900 lbf,354000 lbf,8635 lbf,42400 lbf,1000 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-5 15/16,5 15/16 in,Imperial ,22 in,6-1/4 in,43900 lbf,1000 rpm,Grease - Premium Industrial ,E-Coat ,,5 15/16 in,Imperial,0085706128616,Grease - Premium Industrial,E-Coat,9 in,22 in,6-1/4 in,17-3/8 in,19-1/8 in,1 in,1-1/8 in,2 in,3-3/4 in,3-1/4 in,13-3/16 in,9-3/8 in,6-11/16 in,0.49,0.87,1.76,0.7,2.12,1.22,43900 lbf,354000 lbf,8635 lbf,42400 lbf,1000 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-6,6 in,Imperial ,22 in,6-1/4 in,43900 lbf,1000 rpm,Grease - Premium Industrial ,E-Coat ,,6 in,Imperial,0085706128630,Grease - Premium Industrial,E-Coat,9 in,22 in,6-1/4 in,17-3/8 in,19-1/8 in,1 in,1-1/8 in,2 in,3-3/4 in,3-1/4 in,13-3/16 in,9-3/8 in,6-11/16 in,0.49,0.87,1.76,0.7,2.12,1.22,43900 lbf,354000 lbf,8635 lbf,42400 lbf,1000 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-6 7/16,6 7/16 in,Imperial ,26 in,7-1/8 in,70500 lbf,750 rpm,Grease - Premium Industrial ,E-Coat ,,6 7/16 in,Imperial,0085706128678,Grease - Premium Industrial,E-Coat,10-1/2 in,26 in,7-1/8 in,21-1/4 in,23-1/4 in,1 in,1-1/8 in,2 in,4-5/8 in,3-11/16 in,15-1/8 in,11-7/16 in,7-1/2 in,0.54,0.87,1.61,0.7,1.95,1.12,70500 lbf,574000 lbf,12282 lbf,72000 lbf,750 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-6 1/2,6 1/2 in,Imperial ,26 in,7-1/8 in,70500 lbf,750 rpm,Grease - Premium Industrial ,E-Coat ,,6 1/2 in,Imperial,0085706128685,Grease - Premium Industrial,E-Coat,10-1/2 in,26 in,7-1/8 in,21-1/4 in,23-1/4 in,1 in,1-1/8 in,2 in,4-5/8 in,3-11/16 in,15-1/8 in,11-7/16 in,7-1/2 in,0.54,0.87,1.61,0.7,1.95,1.12,70500 lbf,574000 lbf,12282 lbf,72000 lbf,750 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-6 15/16,6 15/16 in,Imperial ,26 in,7-1/8 in,70500 lbf,750 rpm,Grease - Premium Industrial ,E-Coat ,,6 15/16 in,Imperial,0085706128692,Grease - Premium Industrial,E-Coat,10-1/2 in,26 in,7-1/8 in,21-1/4 in,23-1/4 in,1 in,1-1/8 in,2 in,4-5/8 in,3-11/16 in,15-1/8 in,11-7/16 in,7-1/2 in,0.54,0.87,1.61,0.7,1.95,1.12,70500 lbf,574000 lbf,12282 lbf,72000 lbf,750 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-7,7 in,Imperial ,26 in,7-1/8 in,70500 lbf,750 rpm,Grease - Premium Industrial ,E-Coat ,,7 in,Imperial,0085706128708,Grease - Premium Industrial,E-Coat,10-1/2 in,26 in,7-1/8 in,21-1/4 in,23-1/4 in,1 in,1-1/8 in,2 in,4-5/8 in,3-11/16 in,15-1/8 in,11-7/16 in,7-1/2 in,0.54,0.87,1.61,0.7,1.95,1.12,70500 lbf,574000 lbf,12282 lbf,72000 lbf,750 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-60MM,60 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,60 mm,Metric,053893775548,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-60MM-ECC,60 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,60 mm,Metric,0883450504416,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-F,4.575 in,4.945 in,
E-P4B-TRB-60MM-ECO/ECC,60 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,60 mm,Metric,0883450506045,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-F,5.75 in,4.945 in,EUDR-60MM
E-P4B-TRB-60MM-ECO/ECO,60 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,60 mm,Metric,0883450509275,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.85 in,4.945 in,EUDR-60MM
E-P4B-TRB-60MM-ECO,60 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,60 mm,Metric,0883450507646,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,4.675 in,4.945 in,EUDR-60MM
E-P4B-TRB-60MM-SLA,60 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Solid Lube - Food Grade ,E-Coat ,,60 mm,Metric,,Solid Lube - Food Grade,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
