Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max
TAPG20K308S,22220 ,3 1/2 in,4.41 in / 112 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2.38 in / 60.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,TAPG20K308SB/TAPG20K308SC/TAPG20K308SEB/TAPG20K308SEC/TAPG20K308SEM/TAPG20K308SEN/TAPG20K308SEO/TAPG20K308SET/TAPG20K308SM/TAPG20K308SN/TAPG20K308SO/TAPG20K308ST,Tapered Adapter,Four-Bolt Pillow Block,0883450127776/0883450127783/0883450127806/0883450127813/0883450127820/0883450127837/0883450127844/0883450127851/0883450198172/0883450198370/0883450275675/0883450275873,4.41 in/112 mm,8.45 in/214.6 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.46 in/113.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPH20K308S,22220 ,3 1/2 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2.38 in / 60.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,TAPH20K308SB/TAPH20K308SC/TAPH20K308SEB/TAPH20K308SEC/TAPH20K308SEM/TAPH20K308SEN/TAPH20K308SEO/TAPH20K308SET/TAPH20K308SM/TAPH20K308SN/TAPH20K308SO/TAPH20K308ST,Tapered Adapter,Four-Bolt Pillow Block,0883450129770/0883450129787/0883450129800/0883450129817/0883450129824/0883450129831/0883450129848/0883450129855/0883450198578/0883450198776/0883450276078/0883450276276,4.5 in/114.3 mm,8.54 in/216.9 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.46 in/113.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPK20K308S,22220 ,3 1/2 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,3.5 in / 88.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,TAPK20K308SB/TAPK20K308SC/TAPK20K308SEB/TAPK20K308SEC/TAPK20K308SEM/TAPK20K308SEN/TAPK20K308SEO/TAPK20K308SET/TAPK20K308SM/TAPK20K308SN/TAPK20K308SO/TAPK20K308ST,Tapered Adapter,Four-Bolt Pillow Block,0883450131773/0883450131780/0883450131803/0883450131810/0883450131827/0883450131834/0883450131841/0883450131858/0883450198974/0883450199179/0883450276610/0883450276818,5 in/127 mm,9.44 in/239.8 mm,5.12 in/130 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.05 in/128.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TA4SD20K308S,22220 ,3 1/2 in,5.5 in / 139.7 mm,13 in / 330.2 mm,14.5 in / 368.3 mm,3.25 in / 82.56 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,5.5 in/139.7 mm,10 in/254 mm,5.12 in/130 mm,13 in/330.2 mm,14.5 in/368.3 mm,3.25 in/82.56 mm,16.75 in/425.5 mm,4.98 in/126.5 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.7 in/119.4 mm,2.21 in/56.1 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TA4DI20K308S,22220 ,3 1/2 in,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,2 in / 50.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,4.5 in/114.3 mm,8.68 in/220.4 mm,5.12 in/130 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,2 in/50.8 mm,16 in/406.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.18 in/106 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
DVPF22K315S,22222 ,3 15/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,DVPF22K315SB/DVPF22K315SC/DVPF22K315SEB/DVPF22K315SEC/DVPF22K315SEM/DVPF22K315SEN/DVPF22K315SEO/DVPF22K315SET/DVPF22K315SM/DVPF22K315SN/DVPF22K315SO/DVPF22K315ST,Tapered Adapter,Four-Bolt Pillow Block,0883450011129/0883450011136/0883450011150/0883450011167/0883450011174/0883450011181/0883450011198/0883450011204/0883450196185/0883450196383/0883450273695/0883450273893,4.25 in/108 mm,8.78 in/223 mm,5.71 in/145 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.36 in/110.7 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPG22K315S,22222 ,3 15/16 in,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,TAPG22K315SB/TAPG22K315SC/TAPG22K315SEB/TAPG22K315SEC/TAPG22K315SEM/TAPG22K315SEN/TAPG22K315SEO/TAPG22K315SET/TAPG22K315SM/TAPG22K315SN/TAPG22K315SO/TAPG22K315ST,Tapered Adapter,Four-Bolt Pillow Block,0883450127974/0883450127981/0883450128001/0883450128018/0883450128025/0883450128032/0883450128049/0883450128056/0883450198196/0883450198394/0883450275699/0883450275897,4.92 in/125 mm,9.38 in/238.3 mm,5.71 in/145 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.86 in/123.4 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPH22K315S,22222 ,3 15/16 in,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,TAPH22K315SB/TAPH22K315SC/TAPH22K315SEB/TAPH22K315SEC/TAPH22K315SEM/TAPH22K315SEN/TAPH22K315SEO/TAPH22K315SEONPFG/TAPH22K315SET/TAPH22K315SETNG/TAPH22K315SM/TAPH22K315SN/TAPH22K315SO/TAPH22K315SONPFG/TAPH22K315ST/TAPH22K315STNG,Tapered Adapter,Four-Bolt Pillow Block,0883450129978/0883450129985/0883450130004/0883450130011/0883450130028/0883450130035/0883450130042/0883450130059/0883450198592/0883450198790/0883450276092/0883450276290/0883450953139/0883450953146/0883450961264/0883450961271,4.94 in/125.5 mm,9.38 in/238.3 mm,5.71 in/145 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.86 in/123.4 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPK22K315S,22222 ,3 15/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,4 in / 101.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,TAPK22K315SB/TAPK22K315SC/TAPK22K315SEB/TAPK22K315SEC/TAPK22K315SEM/TAPK22K315SEN/TAPK22K315SEO/TAPK22K315SET/TAPK22K315SM/TAPK22K315SN/TAPK22K315SO/TAPK22K315ST,Tapered Adapter,Four-Bolt Pillow Block,0883450085144/0883450085212/0883450085243/0883450085311/0883450131926/0883450131933/0883450131940/0883450131957/0883450199193/0883450276634/0883450276832/0883450297165,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.71 in/145 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,19 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.44 in/138.2 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TA4SD22K315S,22222 ,3 15/16 in,6.38 in / 161.9 mm,15 in / 381 mm,16 in / 406.4 mm,3.25 in / 82.56 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,6.38 in/161.9 mm,11.25 in/285.8 mm,5.71 in/145 mm,15 in/381 mm,16 in/406.4 mm,3.25 in/82.56 mm,19 in/482.6 mm,5.26 in/133.6 mm,1.75 in/44.5 mm,0.875 in/24 mm,5.09 in/129.3 mm,2.48 in/63 mm,4.13 in/105 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TA4DI22K315S,22222 ,3 15/16 in,5 in / 127 mm,13.13 in / 333.4 mm,14.75 in / 374.7 mm,2 in / 50.8 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,5 in/127 mm,9.88 in/250.8 mm,5.71 in/145 mm,13.13 in/333.4 mm,14.75 in/374.7 mm,2 in/50.8 mm,17.44 in/443 mm,4 in/101.6 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.48 in/113.8 mm,2.48 in/63 mm,4.13 in/105 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
DVPF22K400S,22222 ,4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,DVPF22K400SB/DVPF22K400SC/DVPF22K400SEB/DVPF22K400SEC/DVPF22K400SEM/DVPF22K400SEN/DVPF22K400SEO/DVPF22K400SET/DVPF22K400SM/DVPF22K400SN/DVPF22K400SO/DVPF22K400ST,Tapered Adapter,Four-Bolt Pillow Block,0883450011228/0883450011235/0883450011259/0883450011266/0883450011273/0883450011280/0883450011297/0883450011303/0883450196192/0883450196390/0883450273701/0883450273909,4.25 in/108 mm,8.78 in/223 mm,5.71 in/145 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.36 in/110.7 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPG22K400S,22222 ,4 in,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,TAPG22K400SB/TAPG22K400SC/TAPG22K400SEB/TAPG22K400SEC/TAPG22K400SEM/TAPG22K400SEN/TAPG22K400SEO/TAPG22K400SET/TAPG22K400SM/TAPG22K400SN/TAPG22K400SO/TAPG22K400ST/TAPG22K400STXY,Tapered Adapter,Four-Bolt Pillow Block,0883450128070/0883450128087/0883450128100/0883450128117/0883450128124/0883450128131/0883450128148/0883450128155/0883450198202/0883450198400/0883450275705/0883450275903/0883450454445,4.92 in/125 mm,9.38 in/238.3 mm,5.71 in/145 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.86 in/123.4 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPH22K400S,22222 ,4 in,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,TAPH22K400SB/TAPH22K400SC/TAPH22K400SEB/TAPH22K400SEC/TAPH22K400SEM/TAPH22K400SEN/TAPH22K400SEO/TAPH22K400SET/TAPH22K400SM/TAPH22K400SN/TAPH22K400SO/TAPH22K400ST,Tapered Adapter,Four-Bolt Pillow Block,0883450130073/0883450130080/0883450130103/0883450130110/0883450130127/0883450130134/0883450130141/0883450130158/0883450198608/0883450198806/0883450276108/0883450276306,4.94 in/125.5 mm,9.38 in/238.3 mm,5.71 in/145 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.86 in/123.4 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPK22K400S,22222 ,4 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,4 in / 101.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,TAPK22K400SB/TAPK22K400SC/TAPK22K400SEB/TAPK22K400SEC/TAPK22K400SEM/TAPK22K400SEN/TAPK22K400SEO/TAPK22K400SET/TAPK22K400SM/TAPK22K400SN/TAPK22K400SO/TAPK22K400ST,Tapered Adapter,Four-Bolt Pillow Block,0883450085342/0883450085410/0883450085441/0883450085519/0883450131971/0883450131988/0883450131995/0883450132008/0883450199209/0883450276641/0883450276849/0883450297172,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.71 in/145 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,19 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.44 in/138.2 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TA4SD22K400S,22222 ,4 in,6.38 in / 161.9 mm,15 in / 381 mm,16 in / 406.4 mm,3.25 in / 82.56 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,6.38 in/161.9 mm,11.25 in/285.8 mm,5.71 in/145 mm,15 in/381 mm,16 in/406.4 mm,3.25 in/82.56 mm,19 in/482.6 mm,5.26 in/133.6 mm,1.75 in/44.5 mm,0.875 in/24 mm,5.09 in/129.3 mm,2.48 in/63 mm,4.13 in/105 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TA4DI22K400S,22222 ,4 in,5 in / 127 mm,13.13 in / 333.4 mm,14.75 in / 374.7 mm,2 in / 50.8 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,5 in/127 mm,9.88 in/250.8 mm,5.71 in/145 mm,13.13 in/333.4 mm,14.75 in/374.7 mm,2 in/50.8 mm,17.44 in/443 mm,4 in/101.6 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.48 in/113.8 mm,2.48 in/63 mm,4.13 in/105 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPG24K403S,22224 ,4 3/16 in,5.51 in / 140 mm,13 in / 330.2 mm,14 in / 355.6 mm,2.76 in / 70.1 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,4 3/16 in,Imperial,TAPG24K403SB/TAPG24K403SC/TAPG24K403SEB/TAPG24K403SEC/TAPG24K403SEM/TAPG24K403SEN/TAPG24K403SEO/TAPG24K403SET/TAPG24K403SM/TAPG24K403SN/TAPG24K403SO/TAPG24K403ST,Tapered Adapter,Four-Bolt Pillow Block,,5.51 in/140 mm,10.35 in/262.9 mm,6.10 in/155 mm,13 in/330.2 mm,14 in/355.6 mm,2.76 in/70.1 mm,16.14 in/410 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.625 in/16 mm,5.01 in/127.3 mm,2.64 in/67 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,800 rpm,1600 rpm,500 rpm,800 rpm,1100 rpm,500 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPH24K403S,22224 ,4 3/16 in,5.25 in / 133.4 mm,13 in / 330.2 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,4 3/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,5.25 in/133.4 mm,10.11 in/256.7 mm,6.08 in/154.5 mm,13 in/330.2 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.5 in/419.1 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.75 in/20 mm,5.01 in/127.3 mm,2.64 in/67 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,800 rpm,1600 rpm,500 rpm,800 rpm,1100 rpm,500 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPG24K404S,22224 ,4 1/4 in,5.51 in / 140 mm,13 in / 330.2 mm,14 in / 355.6 mm,2.76 in / 70.1 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,4 1/4 in,Imperial,TAPG24K404SB/TAPG24K404SC/TAPG24K404SEB/TAPG24K404SEC/TAPG24K404SEM/TAPG24K404SEN/TAPG24K404SEO/TAPG24K404SET/TAPG24K404SM/TAPG24K404SN/TAPG24K404SO/TAPG24K404ST,Tapered Adapter,Four-Bolt Pillow Block,,5.51 in/140 mm,10.35 in/262.9 mm,6.10 in/155 mm,13 in/330.2 mm,14 in/355.6 mm,2.76 in/70.1 mm,16.14 in/410 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.625 in/16 mm,5.01 in/127.3 mm,2.64 in/67 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,800 rpm,1600 rpm,500 rpm,800 rpm,1100 rpm,500 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPH24K404S,22224 ,4 1/4 in,5.25 in / 133.4 mm,13 in / 330.2 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,4 1/4 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,5.25 in/133.4 mm,10.11 in/256.7 mm,6.08 in/154.5 mm,13 in/330.2 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.5 in/419.1 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.75 in/20 mm,5.01 in/127.3 mm,2.64 in/67 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,800 rpm,1600 rpm,500 rpm,800 rpm,1100 rpm,500 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
DVPF26K407S,22226 ,4 7/16 in,4.75 in / 120.7 mm,11.9 in / 302.3 mm,14.5 in / 368.3 mm,2-1/2 in / 63.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,DVPF26K407SB/DVPF26K407SC/DVPF26K407SEB/DVPF26K407SEC/DVPF26K407SEM/DVPF26K407SEN/DVPF26K407SEO/DVPF26K407SET/DVPF26K407SM/DVPF26K407SN/DVPF26K407SO/DVPF26K407ST,Tapered Adapter,Four-Bolt Pillow Block,0883450011327/0883450011334/0883450011358/0883450011365/0883450011372/0883450011389/0883450011396/0883450011402/0883450196215/0883450196413/0883450273725/0883450273923,4.75 in/120.7 mm,9.87 in/250.7 mm,6.5 in/165.1 mm,11.9 in/302.3 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,4.87 in/123.7 mm,2.83 in/71.9 mm,4.73 in/120.1 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPG26K407S,22226 ,4 7/16 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,3.19 in / 81 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,TAPG26K407SB/TAPG26K407SC/TAPG26K407SEB/TAPG26K407SEC/TAPG26K407SEM/TAPG26K407SEN/TAPG26K407SEO/TAPG26K407SET/TAPG26K407SM/TAPG26K407SN/TAPG26K407SO/TAPG26K407ST,Tapered Adapter,Four-Bolt Pillow Block,0883450128179/0883450128186/0883450128209/0883450128216/0883450128223/0883450128230/0883450128247/0883450128254/0883450198226/0883450198424/0883450275729/0883450275927,5.91 in/150 mm,11.09 in/281.7 mm,6.5 in/165.1 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
