Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max,UPC Code
TAAPKT13K204S,22213 ,2 1/4 in,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 1/4 in'],['Imperial'],"['TAAPKT13K204SB', 'TAAPKT13K204SC', 'TAAPKT13K204SEB', 'TAAPKT13K204SEC', 'TAAPKT13K204SEM', 'TAAPKT13K204SEN', 'TAAPKT13K204SEO', 'TAAPKT13K204SET', 'TAAPKT13K204SM', 'TAAPKT13K204SN', 'TAAPKT13K204SO', 'TAAPKT13K204ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3 in', '76.2 mm']","['6.05 in', '153.7 mm']","['3.35 in', '85.1 mm']","['7.66 in', '194.6 mm']","['8.78 in', '223 mm']","['11.25 in', '285.8 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.01 in', '76.5 mm']","['1.56 in', '39.6 mm']","['0.09 in', '2.29 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450308519', '0883450308526', '0883450308533', '0883450308540', '0883450308557', '0883450308564', '0883450308571', '0883450308588', '0883450308595', '0883450308601', '0883450308618', '0883450308625']"
TAAPN13K204S,22213 ,2 1/4 in,3.15 in / 80 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 1/4 in'],['Imperial'],"['TAAPN13K204SB', 'TAAPN13K204SC', 'TAAPN13K204SEB', 'TAAPN13K204SEC', 'TAAPN13K204SEM', 'TAAPN13K204SEN', 'TAAPN13K204SEO', 'TAAPN13K204SET', 'TAAPN13K204SM', 'TAAPN13K204SN', 'TAAPN13K204SO', 'TAAPN13K204ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.15 in', '80 mm']","['6.1 in', '154.9 mm']","['3.35 in', '85.1 mm']","['7.2 in', '182.9 mm']","['9.2 in', '233.7 mm']","['10.31 in', '261.9 mm']","['2.7 in', '68.6 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['2.91 in', '73.9 mm']","['1.56 in', '39.6 mm']","['0.19 in', '4.83 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450132626', '0883450132633', '0883450132657', '0883450132664', '0883450132671', '0883450132688', '0883450132695', '0883450132701', '0883450197274', '0883450197489', '0883450274784', '0883450274982']"
TAASD13K204S,22213 ,2 1/4 in,3.75 in / 95.3 mm,9.13 in / 231.9 mm,10.38 in / 263.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 1/4 in'],['Imperial'],"['TAASD13K204SB', 'TAASD13K204SC', 'TAASD13K204SEB', 'TAASD13K204SEC', 'TAASD13K204SEM', 'TAASD13K204SEN', 'TAASD13K204SEO', 'TAASD13K204SET', 'TAASD13K204SM', 'TAASD13K204SN', 'TAASD13K204SO', 'TAASD13K204ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['6.7 in', '170.2 mm']","['3.35 in', '85.1 mm']","['9.13 in', '231.9 mm']","['10.38 in', '263.7 mm']","['12 in', '304.8 mm']","['2.78 in', '70.7 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.95 in', '75 mm']","['1.67 in', '42.4 mm']","['0.2 in', '5.1 mm']","['3.12 in', '82.8 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']",
TAADI13K204S,22213 ,2 1/4 in,3.25 in / 82.6 mm,9.25 in / 235 mm,10.25 in / 260.4 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 1/4 in'],['Imperial'],"['TAADI13K204SB', 'TAADI13K204SC', 'TAADI13K204SEB', 'TAADI13K204SEC', 'TAADI13K204SEM', 'TAADI13K204SEN', 'TAADI13K204SEO', 'TAADI13K204SET', 'TAADI13K204SM', 'TAADI13K204SN', 'TAADI13K204SO', 'TAADI13K204ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['6.43 in', '163.3 mm']","['3.35 in', '85.1 mm']","['9.25 in', '235 mm']","['10.25 in', '260.4 mm']","['12 in', '304.8 mm']","['2.78 in', '70.71 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.23 in', '82 mm']","['1.67 in', '42.4 mm']","['0.2 in', '5 mm']","['3.12 in', '82.8 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']",
DAAP15K207S,22215 ,2 7/16 in,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 7/16 in'],['Imperial'],"['DAAP15K207SB', 'DAAP15K207SC', 'DAAP15K207SEB', 'DAAP15K207SEC', 'DAAP15K207SEM', 'DAAP15K207SEN', 'DAAP15K207SEO', 'DAAP15K207SET', 'DAAP15K207SM', 'DAAP15K207SN', 'DAAP15K207SO', 'DAAP15K207ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.75 in', '69.9 mm']","['5.9 in', '149.9 mm']","['3.86 in', '98 mm']","['6.88 in', '174.8 mm']","['8.63 in', '219.2 mm']","['10.25 in', '260.4 mm']","['2.7 in', '68.6 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['3.08 in', '78.2 mm']","['1.73 in', '43.9 mm']","['0.37 in', '9.3 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450008228', '0883450008235', '0883450008259', '0883450008266', '0883450008273', '0883450008280', '0883450008297', '0883450008303', '0883450195690', '0883450195898', '0883450273206', '0883450273404']"
TAAPA15K207S,22215 ,2 7/16 in,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 7/16 in'],['Imperial'],"['TAAPA15K207SB', 'TAAPA15K207SC', 'TAAPA15K207SEB', 'TAAPA15K207SEC', 'TAAPA15K207SEM', 'TAAPA15K207SEN', 'TAAPA15K207SEO', 'TAAPA15K207SET', 'TAAPA15K207SM', 'TAAPA15K207SN', 'TAAPA15K207SO', 'TAAPA15K207ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['6.43 in', '163.3 mm']","['3.86 in', '98 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['10.88 in', '276.4 mm']","['2.7 in', '68.6 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.08 in', '78.2 mm']","['1.73 in', '43.9 mm']","['0.37 in', '9.3 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450125079', '0883450125086', '0883450125109', '0883450125116', '0883450125123', '0883450125130', '0883450125147', '0883450125154', '0883450197700', '0883450197908', '0883450275200', '0883450275408']"
TAAPKT15K207S,22215 ,2 7/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 7/16 in'],['Imperial'],"['TAAPKT15K207SB', 'TAAPKT15K207SC', 'TAAPKT15K207SEB', 'TAAPKT15K207SEC', 'TAAPKT15K207SEM', 'TAAPKT15K207SEN', 'TAAPKT15K207SEO', 'TAAPKT15K207SET', 'TAAPKT15K207SM', 'TAAPKT15K207SN', 'TAAPKT15K207SO', 'TAAPKT15K207ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.5 in', '88.9 mm']","['6.84 in', '173.7 mm']","['3.86 in', '98 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['13 in', '330.2 mm']","['2.91 in', '73.9 mm']","['1.38 in', '35.1 mm']","['0.875 in', '24 mm']","['3.22 in', '81.8 mm']","['1.73 in', '43.9 mm']","['0.23 in', '5.84 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450086011', '0883450086042', '0883450276351', '0883450276429', '0883450278096', '0883450278164', '0883450278232', '0883450278300', '0883450278379', '0883450278447', '0883450278515', '0883450278584']"
TAAPN15K207S,22215 ,2 7/16 in,3.15 in / 80 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 7/16 in'],['Imperial'],"['TAAPN15K207SB', 'TAAPN15K207SC', 'TAAPN15K207SEB', 'TAAPN15K207SEC', 'TAAPN15K207SEM', 'TAAPN15K207SEN', 'TAAPN15K207SEO', 'TAAPN15K207SET', 'TAAPN15K207SM', 'TAAPN15K207SN', 'TAAPN15K207SO', 'TAAPN15K207ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.15 in', '80 mm']","['6.33 in', '160.8 mm']","['3.86 in', '98 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['10.88 in', '276.4 mm']","['2.7 in', '68.6 mm']","['1.15 in', '29.2 mm']","['0.625 in', '16 mm']","['3.08 in', '78.2 mm']","['1.73 in', '43.9 mm']","['0.37 in', '9.3 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450132824', '0883450132831', '0883450132855', '0883450132862', '0883450132879', '0883450132886', '0883450132893', '0883450132909', '0883450197298', '0883450197502', '0883450274807', '0883450275002']"
TAASD15K207S,22215 ,2 7/16 in,4 in / 101.6 mm,10 in / 254 mm,11.5 in / 292.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 7/16 in'],['Imperial'],"['TAASD15K207SB', 'TAASD15K207SC', 'TAASD15K207SEB', 'TAASD15K207SEC', 'TAASD15K207SEM', 'TAASD15K207SEN', 'TAASD15K207SEO', 'TAASD15K207SET', 'TAASD15K207SM', 'TAASD15K207SN', 'TAASD15K207SO', 'TAASD15K207ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4 in', '101.6 mm']","['7.18 in', '182.4 mm']","['3.86 in', '98 mm']","['10 in', '254 mm']","['11.5 in', '292.1 mm']","['13.25 in', '336.6 mm']","['2.78 in', '70.7 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['3.12 in', '79.3 mm']","['1.85 in', '47 mm']","['0.39 in', '10 mm']","['3.46 in', '92.3 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
TAADI15K207S,22215 ,2 7/16 in,3.25 in / 82.6 mm,9.25 in / 235 mm,10.25 in / 260.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 7/16 in'],['Imperial'],"['TAADI15K207SB', 'TAADI15K207SC', 'TAADI15K207SEB', 'TAADI15K207SEC', 'TAADI15K207SEM', 'TAADI15K207SEN', 'TAADI15K207SEO', 'TAADI15K207SET', 'TAADI15K207SM', 'TAADI15K207SN', 'TAADI15K207SO', 'TAADI15K207ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['6.43 in', '163.3 mm']","['3.86 in', '98 mm']","['9.25 in', '235 mm']","['10.25 in', '260.4 mm']","['12 in', '304.8 mm']","['2.78 in', '70.71 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.23 in', '82 mm']","['1.85 in', '47 mm']","['0.39 in', '9.9 mm']","['3.46 in', '92.3 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
DAAP15K208S,22215 ,2 1/2 in,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 1/2 in'],['Imperial'],"['DAAP15K208SB', 'DAAP15K208SC', 'DAAP15K208SEB', 'DAAP15K208SEC', 'DAAP15K208SEM', 'DAAP15K208SEN', 'DAAP15K208SEO', 'DAAP15K208SET', 'DAAP15K208SM', 'DAAP15K208SN', 'DAAP15K208SO', 'DAAP15K208ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.75 in', '69.9 mm']","['5.9 in', '149.9 mm']","['3.86 in', '98 mm']","['6.88 in', '174.8 mm']","['8.63 in', '219.2 mm']","['10.25 in', '260.4 mm']","['2.7 in', '68.6 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['3.08 in', '78.2 mm']","['1.73 in', '43.9 mm']","['0.37 in', '9.3 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450008327', '0883450008334', '0883450008358', '0883450008365', '0883450008372', '0883450008389', '0883450008396', '0883450008402', '0883450195706', '0883450195904', '0883450273213', '0883450273411']"
TAAPA15K208S,22215 ,2 1/2 in,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 1/2 in'],['Imperial'],"['TAAPA15K208SB', 'TAAPA15K208SC', 'TAAPA15K208SEB', 'TAAPA15K208SEC', 'TAAPA15K208SEM', 'TAAPA15K208SEN', 'TAAPA15K208SEO', 'TAAPA15K208SET', 'TAAPA15K208SM', 'TAAPA15K208SN', 'TAAPA15K208SO', 'TAAPA15K208ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['6.43 in', '163.3 mm']","['3.86 in', '98 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['10.88 in', '276.4 mm']","['2.7 in', '68.6 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.08 in', '78.2 mm']","['1.73 in', '43.9 mm']","['0.37 in', '9.3 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450125178', '0883450125185', '0883450125208', '0883450125215', '0883450125222', '0883450125239', '0883450125246', '0883450125253', '0883450197717', '0883450197915', '0883450275217', '0883450275415']"
TAAPKT15K208S,22215 ,2 1/2 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 1/2 in'],['Imperial'],"['TAAPKT15K208SB', 'TAAPKT15K208SC', 'TAAPKT15K208SEB', 'TAAPKT15K208SEC', 'TAAPKT15K208SEM', 'TAAPKT15K208SEN', 'TAAPKT15K208SEO', 'TAAPKT15K208SET', 'TAAPKT15K208SM', 'TAAPKT15K208SN', 'TAAPKT15K208SO', 'TAAPKT15K208ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.5 in', '88.9 mm']","['6.84 in', '173.7 mm']","['3.86 in', '98 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['13 in', '330.2 mm']","['2.91 in', '73.9 mm']","['1.38 in', '35.1 mm']","['0.875 in', '24 mm']","['3.22 in', '81.8 mm']","['1.73 in', '43.9 mm']","['0.23 in', '5.84 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450086110', '0883450086141', '0883450276368', '0883450276436', '0883450278102', '0883450278171', '0883450278249', '0883450278317', '0883450278386', '0883450278454', '0883450278522', '0883450278591']"
TAAPN15K208S,22215 ,2 1/2 in,3.15 in / 80 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 1/2 in'],['Imperial'],"['TAAPN15K208SB', 'TAAPN15K208SC', 'TAAPN15K208SEB', 'TAAPN15K208SEC', 'TAAPN15K208SEM', 'TAAPN15K208SEN', 'TAAPN15K208SEO', 'TAAPN15K208SET', 'TAAPN15K208SM', 'TAAPN15K208SN', 'TAAPN15K208SO', 'TAAPN15K208ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.15 in', '80 mm']","['6.33 in', '160.8 mm']","['3.86 in', '98 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['10.88 in', '276.4 mm']","['2.7 in', '68.6 mm']","['1.15 in', '29.2 mm']","['0.625 in', '16 mm']","['3.08 in', '78.2 mm']","['1.73 in', '43.9 mm']","['0.37 in', '9.3 mm']","['3.64 in', '92.33 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']","['0883450132923', '0883450132930', '0883450132954', '0883450132961', '0883450132978', '0883450132985', '0883450132992', '0883450133005', '0883450197304', '0883450197519', '0883450274814', '0883450275019']"
TAASD15K208S,22215 ,2 1/2 in,4 in / 101.6 mm,10 in / 254 mm,11.5 in / 292.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 1/2 in'],['Imperial'],"['TAASD15K208SB', 'TAASD15K208SC', 'TAASD15K208SEB', 'TAASD15K208SEC', 'TAASD15K208SEM', 'TAASD15K208SEN', 'TAASD15K208SEO', 'TAASD15K208SET', 'TAASD15K208SM', 'TAASD15K208SN', 'TAASD15K208SO', 'TAASD15K208ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4 in', '101.6 mm']","['7.18 in', '182.4 mm']","['3.86 in', '98 mm']","['10 in', '254 mm']","['11.5 in', '292.1 mm']","['13.25 in', '336.6 mm']","['2.78 in', '70.7 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['3.12 in', '79.3 mm']","['1.85 in', '47 mm']","['0.39 in', '10 mm']","['3.46 in', '92.3 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
TAADI15K208S,22215 ,2 1/2 in,3.25 in / 82.6 mm,9.25 in / 235 mm,10.25 in / 260.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 1/2 in'],['Imperial'],"['TAADI15K208SB', 'TAADI15K208SC', 'TAADI15K208SEB', 'TAADI15K208SEC', 'TAADI15K208SEM', 'TAADI15K208SEN', 'TAADI15K208SEO', 'TAADI15K208SET', 'TAADI15K208SM', 'TAADI15K208SN', 'TAADI15K208SO', 'TAADI15K208ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['6.43 in', '163.3 mm']","['3.86 in', '98 mm']","['9.25 in', '235 mm']","['10.25 in', '260.4 mm']","['12 in', '304.8 mm']","['2.78 in', '70.71 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.23 in', '82 mm']","['1.85 in', '47 mm']","['0.39 in', '9.9 mm']","['3.46 in', '92.3 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0035 in', '0.089 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
TAAPN16K211S,22216 ,2 11/16 in,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,['Mounted Bearing'],['22216'],['2 11/16 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.74 in', '95 mm']","['7.1 in', '180.3 mm']","['4.12 in', '104.6 mm']","['9.25 in', '235 mm']","['10.5 in', '266.7 mm']","['12.4 in', '315 mm']","['2.86 in', '72.6 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['3.3 in', '83.3 mm']","['2.04 in', '51.7 mm']","['0.45 in', '11.3 mm']","['3.91 in', '99.33 mm']","['62500 lbf', '278000 N']","['57200 lbf', '254000 N']",['0.22'],['3.14'],['4.67'],['1500 rpm'],['2650 rpm'],['1200 rpm'],['1500 rpm'],['2200 rpm'],['1150 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
TAAPA16K211S,22216 ,2 11/16 in,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,['Mounted Bearing'],['22216'],['2 11/16 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.5 in', '88.9 mm']","['6.96 in', '176.7 mm']","['4.12 in', '104.7 mm']","['9 in', '228.6 mm']","['11 in', '279.4 mm']","['13 in', '330.2 mm']","['2.86 in', '72.6 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['3.3 in', '83.8 mm']","['2.04 in', '51.7 mm']","['0.45 in', '11.3 mm']","['3.91 in', '99.33 mm']","['62500 lbf', '278000 N']","['57200 lbf', '254000 N']",['0.22'],['3.14'],['4.67'],['1500 rpm'],['2650 rpm'],['1200 rpm'],['1500 rpm'],['2200 rpm'],['1150 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
TAAPN16K212S,22216 ,2 3/4 in,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,['Mounted Bearing'],['22216'],['2 3/4 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.74 in', '95 mm']","['7.1 in', '180.3 mm']","['4.12 in', '104.6 mm']","['9.25 in', '235 mm']","['10.5 in', '266.7 mm']","['12.4 in', '315 mm']","['2.86 in', '72.6 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['3.3 in', '83.3 mm']","['2.04 in', '51.7 mm']","['0.45 in', '11.3 mm']","['3.91 in', '99.33 mm']","['62500 lbf', '278000 N']","['57200 lbf', '254000 N']",['0.22'],['3.14'],['4.67'],['1500 rpm'],['2650 rpm'],['1200 rpm'],['1500 rpm'],['2200 rpm'],['1150 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
