Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMPXT15J212S,22215 ,2 3/4 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpxt15j212s,Mounted Bearing,22215,2 3/4 in,Imperial,QMPXT15J212SB/QMPXT15J212SC/QMPXT15J212SEB/QMPXT15J212SEC/QMPXT15J212SEM/QMPXT15J212SEN/QMPXT15J212SEO/QMPXT15J212SET/QMPXT15J212SM/QMPXT15J212SN/QMPXT15J212SO/QMPXT15J212ST,Eccentric,Two-Bolt Pillow Block,0883450141277/0883450141284/0883450141291/0883450141307/0883450141314/0883450141321/0883450141338/0883450141345/0883450159173/0883450159265/0883450252461/0883450252560,3.5 in/88.9 mm,6.84 in/173.7 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.86 in/98 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPMD15J212S,22215 ,2 3/4 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd15j212s,Mounted Bearing,22215,2 3/4 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6-3/4 in/171.5 mm,4.29 in/109 mm,8.5 in/215.9 mm,9.5 in/241.3 mm,11-3/4 in/298.5 mm,3 in/76.2 mm,1.5 in/38.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMSN15J212S,22215 ,2 3/4 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn15j212s-3,Mounted Bearing,22215,2 3/4 in,Imperial,QMSN15J212SB/QMSN15J212SC/QMSN15J212SEB/QMSN15J212SEC/QMSN15J212SEM/QMSN15J212SEN/QMSN15J212SEO/QMSN15J212SET/QMSN15J212SM/QMSN15J212SN/QMSN15J212SO/QMSN15J212ST,Eccentric,Two-Bolt Pillow Block,0883450097727/0883450097734/0883450097758/0883450097765/0883450097772/0883450097789/0883450097796/0883450097802/0883450160940/0883450161305/0883450253604/0883450253994,3.74 in/95 mm,7.2 in/183 mm,4.02 in/102 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.34 in/34 mm,0.75 in/20 mm,1.26 in/32 mm,3.86 in/98 mm,2.36 in/60 mm,0.24 in/6 mm,3.62 in/92 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMSN15J215S,22215 ,2 15/16 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn15j215s-3,Mounted Bearing,22215,2 15/16 in,Imperial,QMSN15J215SB/QMSN15J215SC/QMSN15J215SEB/QMSN15J215SEC/QMSN15J215SEM/QMSN15J215SEN/QMSN15J215SEO/QMSN15J215SET/QMSN15J215SM/QMSN15J215SN/QMSN15J215SO/QMSN15J215ST,Eccentric,Two-Bolt Pillow Block,0883450097826/0883450097833/0883450097857/0883450097864/0883450097871/0883450097888/0883450097895/0883450097901/0883450160964/0883450161329/0883450253628/0883450254014,3.74 in/95 mm,7.2 in/183 mm,4.02 in/102 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.34 in/34 mm,0.75 in/20 mm,1.26 in/32 mm,3.86 in/98 mm,2.36 in/60 mm,0.24 in/6 mm,3.62 in/92 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMP15J215S,22215 ,2 15/16 in,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp15j215s,Mounted Bearing,22215,2 15/16 in,Imperial,QMP15J215SB/QMP15J215SC/QMP15J215SEB/QMP15J215SEC/QMP15J215SEM/QMP15J215SEN/QMP15J215SEO/QMP15J215SET/QMP15J215SETHT/QMP15J215SM/QMP15J215SN/QMP15J215SO/QMP15J215ST,Eccentric,Two-Bolt Pillow Block,0883450081924/0883450081931/0883450081955/0883450081962/0883450081979/0883450081986/0883450081993/0883450082006/0883450154451/0883450154796/0883450249423/0883450249768/0883450462396,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.6 in/294.6 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPL15J215S,22215 ,2 15/16 in,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl15j215s,Mounted Bearing,22215,2 15/16 in,Imperial,QMPL15J215SB/QMPL15J215SC/QMPL15J215SEB/QMPL15J215SEC/QMPL15J215SEM/QMPL15J215SEN/QMPL15J215SEO/QMPL15J215SET/QMPL15J215SM/QMPL15J215SN/QMPL15J215SO/QMPL15J215ST/QMPL15J215STNP,Eccentric,Two-Bolt Pillow Block,0883450088121/0883450088138/0883450088152/0883450088169/0883450088176/0883450088183/0883450088190/0883450088206/0883450155137/0883450155472/0883450250108/0883450250443/0883450457453,3.25 in/82.6 mm,6.59 in/167.4 mm,4.01 in/101.9 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPXT15J215S,22215 ,2 15/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpxt15j215s,Mounted Bearing,22215,2 15/16 in,Imperial,QMPXT15J215SB/QMPXT15J215SC/QMPXT15J215SEB/QMPXT15J215SEC/QMPXT15J215SEM/QMPXT15J215SEN/QMPXT15J215SEO/QMPXT15J215SET/QMPXT15J215SM/QMPXT15J215SN/QMPXT15J215SO/QMPXT15J215ST,Eccentric,Two-Bolt Pillow Block,0883450141475/0883450141482/0883450141499/0883450141505/0883450141512/0883450141529/0883450141536/0883450141543/0883450159197/0883450159289/0883450252485/0883450252584,3.5 in/88.9 mm,6.84 in/173.7 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.86 in/98 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPMD15J215S,22215 ,2 15/16 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd15j215s,Mounted Bearing,22215,2 15/16 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6-3/4 in/171.5 mm,4.29 in/109 mm,8.5 in/215.9 mm,9.5 in/241.3 mm,11-3/4 in/298.5 mm,3 in/76.2 mm,1.5 in/38.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMP15J300S,22215 ,3 in,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp15j300s,Mounted Bearing,22215,3 in,Imperial,QMP15J300SB/QMP15J300SC/QMP15J300SEB/QMP15J300SEC/QMP15J300SEM/QMP15J300SEN/QMP15J300SEO/QMP15J300SET/QMP15J300SM/QMP15J300SN/QMP15J300SO/QMP15J300ST/QMP15J300STNP/QMP15J300STXY,Eccentric,Two-Bolt Pillow Block,0883450082020/0883450082037/0883450082051/0883450082068/0883450082075/0883450082082/0883450082099/0883450082105/0883450154468/0883450154802/0883450249430/0883450249775/0883450476188/0883450960915,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.6 in/294.6 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPL15J300S,22215 ,3 in,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl15j300s,Mounted Bearing,22215,3 in,Imperial,QMPL15J300SB/QMPL15J300SC/QMPL15J300SEB/QMPL15J300SEC/QMPL15J300SEM/QMPL15J300SEN/QMPL15J300SEO/QMPL15J300SET/QMPL15J300SM/QMPL15J300SN/QMPL15J300SO/QMPL15J300ST,Eccentric,Two-Bolt Pillow Block,0883450088220/0883450088237/0883450088251/0883450088268/0883450088275/0883450088282/0883450088299/0883450088305/0883450155144/0883450155489/0883450250115/0883450250450,3.25 in/82.6 mm,6.59 in/167.4 mm,4.01 in/101.9 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPXT15J300S,22215 ,3 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpxt15j300s,Mounted Bearing,22215,3 in,Imperial,QMPXT15J300SB/QMPXT15J300SC/QMPXT15J300SEB/QMPXT15J300SEC/QMPXT15J300SEM/QMPXT15J300SEN/QMPXT15J300SEO/QMPXT15J300SET/QMPXT15J300SM/QMPXT15J300SN/QMPXT15J300SO/QMPXT15J300ST,Eccentric,Two-Bolt Pillow Block,0883450141574/0883450141581/0883450141598/0883450141604/0883450141611/0883450141628/0883450141635/0883450141642/0883450159203/0883450159296/0883450252492/0883450252591,3.5 in/88.9 mm,6.84 in/173.7 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.86 in/98 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPMD15J300S,22215 ,3 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd15j300s,Mounted Bearing,22215,3 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6-3/4 in/171.5 mm,4.29 in/109 mm,8.5 in/215.9 mm,9.5 in/241.3 mm,11-3/4 in/298.5 mm,3 in/76.2 mm,1.5 in/38.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMSN15J300S,22215 ,3 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn15j300s-3,Mounted Bearing,22215,3 in,Imperial,QMSN15J300SB/QMSN15J300SC/QMSN15J300SEB/QMSN15J300SEC/QMSN15J300SEM/QMSN15J300SEN/QMSN15J300SEO/QMSN15J300SET/QMSN15J300SM/QMSN15J300SN/QMSN15J300SO/QMSN15J300ST,Eccentric,Two-Bolt Pillow Block,0883450097925/0883450097932/0883450097956/0883450097963/0883450097970/0883450097987/0883450097994/0883450098007/0883450160971/0883450161336/0883450253635/0883450254021,3.74 in/95 mm,7.2 in/183 mm,4.02 in/102 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.34 in/34 mm,0.75 in/20 mm,1.26 in/32 mm,3.86 in/98 mm,2.36 in/60 mm,0.24 in/6 mm,3.62 in/92 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMSN18J303S,22218 ,3 3/16 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn18j303s-3,Mounted Bearing,22218,3 3/16 in,Imperial,QMSN18J303SB/QMSN18J303SC/QMSN18J303SEB/QMSN18J303SEC/QMSN18J303SEM/QMSN18J303SEN/QMSN18J303SEO/QMSN18J303SET/QMSN18J303SM/QMSN18J303SN/QMSN18J303SO/QMSN18J303ST,Eccentric,Two-Bolt Pillow Block,0883450098328/0883450098335/0883450098359/0883450098366/0883450098373/0883450098380/0883450098397/0883450098403/0883450160995/0883450161350/0883450253659/0883450254045,3.94 in/100 mm,7.87 in/200 mm,4.76 in/121 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.54 in/39 mm,0.75 in/20 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.28 in/7 mm,4.06 in/103 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMP18J303S,22218 ,3 3/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp18j303s,Mounted Bearing,22218,3 3/16 in,Imperial,QMP18J303SB/QMP18J303SC/QMP18J303SEB/QMP18J303SEC/QMP18J303SEM/QMP18J303SEN/QMP18J303SEO/QMP18J303SET/QMP18J303SM/QMP18J303SN/QMP18J303SO/QMP18J303ST,Eccentric,Two-Bolt Pillow Block,0883450082327/0883450082334/0883450082358/0883450082365/0883450082372/0883450082389/0883450082396/0883450082402/0883450154482/0883450154826/0883450249454/0883450249799,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPL18J303S,22218 ,3 3/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl18j303s,Mounted Bearing,22218,3 3/16 in,Imperial,QMPL18J303SB/QMPL18J303SC/QMPL18J303SEB/QMPL18J303SEC/QMPL18J303SEM/QMPL18J303SEN/QMPL18J303SEO/QMPL18J303SET/QMPL18J303SM/QMPL18J303SN/QMPL18J303SO/QMPL18J303ST,Eccentric,Two-Bolt Pillow Block,0883450088527/0883450088534/0883450088558/0883450088565/0883450088572/0883450088589/0883450088596/0883450088602/0883450155168/0883450155502/0883450250139/0883450250474,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPMD18J303S,22218 ,3 3/16 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd18j303s,Mounted Bearing,22218,3 3/16 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMP18J304S,22218 ,3 1/4 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp18j304s,Mounted Bearing,22218,3 1/4 in,Imperial,QMP18J304SB/QMP18J304SC/QMP18J304SEB/QMP18J304SEC/QMP18J304SEM/QMP18J304SEN/QMP18J304SEO/QMP18J304SET/QMP18J304SM/QMP18J304SN/QMP18J304SO/QMP18J304ST,Eccentric,Two-Bolt Pillow Block,0883450082426/0883450082433/0883450082457/0883450082464/0883450082471/0883450082488/0883450082495/0883450082501/0883450154499/0883450154833/0883450249461/0883450249805,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPL18J304S,22218 ,3 1/4 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl18j304s,Mounted Bearing,22218,3 1/4 in,Imperial,QMPL18J304SB/QMPL18J304SC/QMPL18J304SEB/QMPL18J304SEC/QMPL18J304SEM/QMPL18J304SEN/QMPL18J304SEO/QMPL18J304SET/QMPL18J304SM/QMPL18J304SN/QMPL18J304SO/QMPL18J304ST,Eccentric,Two-Bolt Pillow Block,0883450088626/0883450088633/0883450088657/0883450088664/0883450088671/0883450088688/0883450088695/0883450088701/0883450155175/0883450155519/0883450250146/0883450250481,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPMD18J304S,22218 ,3 1/4 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd18j304s,Mounted Bearing,22218,3 1/4 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
