Part Number,Shaft Size,Shaft Size Type,Bolt Spacing Min,Bolt Spacing Max,Base to Center Height,C90 Dynamic Load Rating,Max. Speed,Lubrication,CAD,Shaft Size,Shaft Size Type,Lubrication,Housing Type,Housing Coating,Dimension B,Dimension S1,Dimension R,Dimension L,Dimension E,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,Dimension W,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating2,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load3,Fr-max Maximum Allowable Slip Fit Radial Load4,Max. Speed5,Note,EXPANSION
SAFSA-P2BA-TRB-3 1/2E,3 1/2 in,Imperial ,10-7/8 in,13-1/8 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['3 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['14-3/4 in'],['4-1/2 in'],['3-3/4 in'],['10-7/8 in'],['13-1/8 in'],['7/8 in'],['1 in'],['2-1/8 in'],['1-17/32 in'],['8-11/16 in'],['5-17/32 in'],['4-1/2 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
KSA-P2BA-TRB-3 1/2,3 1/2 in,Imperial ,10-7/8 in,13-13/16 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['3 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['16 in'],['4-3/8 in'],['3-3/4 in'],['10-7/8 in'],['13-13/16 in'],['7/8 in'],['1 in'],['2-15/32 in'],['1-17/32 in'],['8-11/16 in'],['5-17/32 in'],['4-1/2 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
KSA-P2BA-TRB-3 1/2E,3 1/2 in,Imperial ,10-7/8 in,13-13/16 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['3 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['16 in'],['4-3/8 in'],['3-3/4 in'],['10-7/8 in'],['13-13/16 in'],['7/8 in'],['1 in'],['2-15/32 in'],['1-17/32 in'],['8-11/16 in'],['5-17/32 in'],['4-1/2 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SNSA-P2BA-TRB-3 1/2,3 1/2 in,Imperial ,276.2 mm / 10-7/8 in,333.4 mm / 13-1/8 in,111.9 mm / 4-13/32 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['3 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['106.4 mm', '4-3/16 in']","['63.5 mm', '2-1/2 in']","['42.9 mm', '1-11/16 in']","['374.7 mm', '14-3/4 in']","['114.3 mm', '4-1/2 in']","['95.3 mm', '3-3/4 in']","['276.2 mm', '10-7/8 in']","['333.4 mm', '13-1/8 in']","['24 mm', '7/8 in']","['25.4 mm', '1 in']","['54 mm', '2-1/8 in']","['36.5 mm', '1-7/16 in']","['218.3 mm', '8-19/32 in']","['140.5 mm', '5-17/32 in']","['111.9 mm', '4-13/32 in']","['236.5 mm', '9-5/16 in']",['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-3 1/2E,3 1/2 in,Imperial ,276.2 mm / 10-7/8 in,333.4 mm / 13-1/8 in,111.9 mm / 4-13/32 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['3 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['106.4 mm', '4-3/16 in']","['63.5 mm', '2-1/2 in']","['42.9 mm', '1-11/16 in']","['374.7 mm', '14-3/4 in']","['114.3 mm', '4-1/2 in']","['95.3 mm', '3-3/4 in']","['276.2 mm', '10-7/8 in']","['333.4 mm', '13-1/8 in']","['24 mm', '7/8 in']","['25.4 mm', '1 in']","['54 mm', '2-1/8 in']","['36.5 mm', '1-7/16 in']","['218.3 mm', '8-19/32 in']","['140.5 mm', '5-17/32 in']","['111.9 mm', '4-13/32 in']","['236.5 mm', '9-5/16 in']",['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
SNSA-P2BA-TRB-3 15/16,3 15/16 in,Imperial ,317.5 mm / 12-1/2 in,368.3 mm / 14-1/2 in,125 mm / 4-59/64 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['3 15/16 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['133.4 mm', '5-1/4 in']","['79.4 mm', '3-1/8 in']","['54 mm', '2-1/8 in']","['406.4 mm', '16 in']","['139.8 mm', '5-1/2 in']","['120.7 mm', '4-3/4 in']","['317.5 mm', '12-1/2 in']","['368.3 mm', '14-1/2 in']","['24 mm', '7/8 in']","['25.4 mm', '1 in']","['50.8 mm', '2 in']","['50.8 mm', '2 in']","['239.7 mm', '9-7/16 in']","['154 mm', '6-1/16 in']","['125 mm', '4-59/64 in']","['256.4 mm', '10-3/32 in']",['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-3 15/16E,3 15/16 in,Imperial ,317.5 mm / 12-1/2 in,368.3 mm / 14-1/2 in,125 mm / 4-59/64 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['3 15/16 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['133.4 mm', '5-1/4 in']","['79.4 mm', '3-1/8 in']","['54 mm', '2-1/8 in']","['406.4 mm', '16 in']","['139.8 mm', '5-1/2 in']","['120.7 mm', '4-3/4 in']","['317.5 mm', '12-1/2 in']","['368.3 mm', '14-1/2 in']","['24 mm', '7/8 in']","['25.4 mm', '1 in']","['50.8 mm', '2 in']","['50.8 mm', '2 in']","['239.7 mm', '9-7/16 in']","['154 mm', '6-1/16 in']","['125 mm', '4-59/64 in']","['256.4 mm', '10-3/32 in']",['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
SAFSA-P2BA-TRB-3 15/16,3 15/16 in,Imperial ,12-1/2 in,14-1/2 in,4-15/16 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['3 15/16 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['16 in'],['5-1/2 in'],['4-3/4 in'],['12-1/2 in'],['14-1/2 in'],['7/8 in'],['1 in'],['2 in'],['2 in'],['9-15/32 in'],['6-1/16 in'],['4-15/16 in'],['10-3/32 in'],['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-3 15/16E,3 15/16 in,Imperial ,12-1/2 in,14-1/2 in,4-15/16 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['3 15/16 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['16 in'],['5-1/2 in'],['4-3/4 in'],['12-1/2 in'],['14-1/2 in'],['7/8 in'],['1 in'],['2 in'],['2 in'],['9-15/32 in'],['6-1/16 in'],['4-15/16 in'],['10-3/32 in'],['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SAFSA-P2BA-TRB-4,4 in,Imperial ,12-1/2 in,14-1/2 in,4-15/16 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['4 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['5-1/4 in'],['3-1/8 in'],['2-1/8 in'],['16 in'],['5-1/2 in'],['4-3/4 in'],['12-1/2 in'],['14-1/2 in'],['7/8 in'],['1 in'],['2 in'],['2 in'],['9-15/32 in'],['6-1/16 in'],['4-15/16 in'],['10-3/32 in'],['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-4E,4 in,Imperial ,12-1/2 in,14-1/2 in,4-15/16 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['4 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['5-1/4 in'],['3-1/8 in'],['2-1/8 in'],['16 in'],['5-1/2 in'],['4-3/4 in'],['12-1/2 in'],['14-1/2 in'],['7/8 in'],['1 in'],['2 in'],['2 in'],['9-15/32 in'],['6-1/16 in'],['4-15/16 in'],['10-3/32 in'],['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SNSA-P2BA-TRB-4,4 in,Imperial ,317.5 mm / 12-1/2 in,368.3 mm / 14-1/2 in,125 mm / 4-59/64 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['4 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['133.4 mm', '5-1/4 in']","['79.4 mm', '3-1/8 in']","['54 mm', '2-1/8 in']","['406.4 mm', '16 in']","['139.8 mm', '5-1/2 in']","['120.7 mm', '4-3/4 in']","['317.5 mm', '12-1/2 in']","['368.3 mm', '14-1/2 in']","['24 mm', '7/8 in']","['25.4 mm', '1 in']","['50.8 mm', '2 in']","['50.8 mm', '2 in']","['239.7 mm', '9-7/16 in']","['154 mm', '6-1/16 in']","['125 mm', '4-59/64 in']","['256.4 mm', '10-3/32 in']",['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-4E,4 in,Imperial ,317.5 mm / 12-1/2 in,368.3 mm / 14-1/2 in,125 mm / 4-59/64 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,,['4 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['133.4 mm', '5-1/4 in']","['79.4 mm', '3-1/8 in']","['54 mm', '2-1/8 in']","['406.4 mm', '16 in']","['139.8 mm', '5-1/2 in']","['120.7 mm', '4-3/4 in']","['317.5 mm', '12-1/2 in']","['368.3 mm', '14-1/2 in']","['24 mm', '7/8 in']","['25.4 mm', '1 in']","['50.8 mm', '2 in']","['50.8 mm', '2 in']","['239.7 mm', '9-7/16 in']","['154 mm', '6-1/16 in']","['125 mm', '4-59/64 in']","['256.4 mm', '10-3/32 in']",['0.49'],['0.87'],['1.77'],['0.7'],['2.14'],['1.23'],['26900 lbf'],['154000 lbf'],['6908 lbf'],['22000 lbf'],['1530 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
SAFSA-P2BA-TRB-4 7/16,4 7/16 in,Imperial ,14-1/4 in,15-3/4 in,6 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 7/16 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['5-1/4 in'],['3-1/8 in'],['2-1/8 in'],['17-1/2 in'],['5-59/64 in'],['5-3/32 in'],['14-1/4 in'],['15-3/4 in'],['1 in'],['1-1/8 in'],['1-7/8 in'],['2-3/16 in'],['11 in'],['6-47/64 in'],['6 in'],['11-3/32 in'],['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-4 7/16E,4 7/16 in,Imperial ,14-1/4 in,15-3/4 in,6 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 7/16 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['5-1/4 in'],['3-1/8 in'],['2-1/8 in'],['17-1/2 in'],['5-59/64 in'],['5-3/32 in'],['14-1/4 in'],['15-3/4 in'],['1 in'],['1-1/8 in'],['1-7/8 in'],['2-3/16 in'],['11 in'],['6-47/64 in'],['6 in'],['11-3/32 in'],['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SNSA-P2BA-TRB-4 7/16,4 7/16 in,Imperial ,362 mm / 14-1/4 in,400.1 mm / 15-3/4 in,150 mm / 5-29/32 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 7/16 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['142.9 mm', '5-5/8 in']","['85.7 mm', '3-3/8 in']","['57.2 mm', '2-1/4 in']","['444.5 mm', '17-1/2 in']","['150.4 mm', '5-59/64 in']","['129.4 mm', '5-3/32 in']","['362 mm', '14-1/4 in']","['400.1 mm', '15-3/4 in']","['26 mm', '1 in']","['28.6 mm', '1-1/8 in']","['47.6 mm', '1-7/8 in']","['53.2 mm', '2-3/32 in']","['277 mm', '10-29/32 in']","['171.1 mm', '6-47/64 in']","['150 mm', '5-29/32 in']","['281.8 mm', '11-3/32 in']",['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-4 7/16E,4 7/16 in,Imperial ,362 mm / 14-1/4 in,400.1 mm / 15-3/4 in,150 mm / 5-29/32 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 7/16 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['142.9 mm', '5-5/8 in']","['85.7 mm', '3-3/8 in']","['57.2 mm', '2-1/4 in']","['444.5 mm', '17-1/2 in']","['150.4 mm', '5-59/64 in']","['129.4 mm', '5-3/32 in']","['362 mm', '14-1/4 in']","['400.1 mm', '15-3/4 in']","['26 mm', '1 in']","['28.6 mm', '1-1/8 in']","['47.6 mm', '1-7/8 in']","['53.2 mm', '2-3/32 in']","['277 mm', '10-29/32 in']","['171.1 mm', '6-47/64 in']","['150 mm', '5-29/32 in']","['281.8 mm', '11-3/32 in']",['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
SAFSA-P2BA-TRB-4 1/2,4 1/2 in,Imperial ,14-1/4 in,15-3/4 in,6 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['5-5/8 in'],['3-3/8 in'],['2-1/4 in'],['17-1/2 in'],['5-59/64 in'],['5-3/32 in'],['14-1/4 in'],['15-3/4 in'],['1 in'],['1-1/8 in'],['1-7/8 in'],['2-3/16 in'],['11 in'],['6-47/64 in'],['6 in'],['11-3/32 in'],['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-4 1/2E,4 1/2 in,Imperial ,14-1/4 in,15-3/4 in,6 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['5-5/8 in'],['3-3/8 in'],['2-1/4 in'],['17-1/2 in'],['5-59/64 in'],['5-3/32 in'],['14-1/4 in'],['15-3/4 in'],['1 in'],['1-1/8 in'],['1-7/8 in'],['2-3/16 in'],['11 in'],['6-47/64 in'],['6 in'],['11-3/32 in'],['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SNSA-P2BA-TRB-4 1/2,4 1/2 in,Imperial ,362 mm / 14-1/4 in,400.1 mm / 15-3/4 in,150 mm / 5-29/32 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['142.9 mm', '5-5/8 in']","['85.7 mm', '3-3/8 in']","['57.2 mm', '2-1/4 in']","['444.5 mm', '17-1/2 in']","['150.4 mm', '5-59/64 in']","['129.4 mm', '5-3/32 in']","['362 mm', '14-1/4 in']","['400.1 mm', '15-3/4 in']","['26 mm', '1 in']","['28.6 mm', '1-1/8 in']","['47.6 mm', '1-7/8 in']","['53.2 mm', '2-3/32 in']","['277 mm', '10-29/32 in']","['171.1 mm', '6-47/64 in']","['150 mm', '5-29/32 in']","['281.8 mm', '11-3/32 in']",['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-4 1/2E,4 1/2 in,Imperial ,362 mm / 14-1/4 in,400.1 mm / 15-3/4 in,150 mm / 5-29/32 in,33300 lbf,1360 rpm,Grease - Premium Industrial ,,['4 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['142.9 mm', '5-5/8 in']","['85.7 mm', '3-3/8 in']","['57.2 mm', '2-1/4 in']","['444.5 mm', '17-1/2 in']","['150.4 mm', '5-59/64 in']","['129.4 mm', '5-3/32 in']","['362 mm', '14-1/4 in']","['400.1 mm', '15-3/4 in']","['26 mm', '1 in']","['28.6 mm', '1-1/8 in']","['47.6 mm', '1-7/8 in']","['53.2 mm', '2-3/32 in']","['277 mm', '10-29/32 in']","['171.1 mm', '6-47/64 in']","['150 mm', '5-29/32 in']","['281.8 mm', '11-3/32 in']",['0.53'],['0.87'],['1.63'],['0.7'],['1.97'],['1.13'],['33300 lbf'],['188400 lbf'],['6908 lbf'],['27000 lbf'],['1360 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
