Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPG26V407S,22226 ,4 7/16 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVPG26V407SB/QVVPG26V407SC/QVVPG26V407SEB/QVVPG26V407SEC/QVVPG26V407SEM/QVVPG26V407SEN/QVVPG26V407SEO/QVVPG26V407SET/QVVPG26V407SM/QVVPG26V407SN/QVVPG26V407SO/QVVPG26V407ST,Double V-Lock,Four-Bolt Pillow Block,0883450076081/0883450076098/0883450208925/0883450209076/0883450221351/0883450221504/0883450233781/0883450233934/0883450242523/0883450242677/0883450247481/0883450247634,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH26V407S,22226 ,4 7/16 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVPH26V407SB/QVVPH26V407SC/QVVPH26V407SEB/QVVPH26V407SEC/QVVPH26V407SEM/QVVPH26V407SEN/QVVPH26V407SEO/QVVPH26V407SET/QVVPH26V407SM/QVVPH26V407SN/QVVPH26V407SO/QVVPH26V407ST,Double V-Lock,Four-Bolt Pillow Block,0883450076425/0883450076432/0883450209229/0883450209373/0883450221658/0883450221801/0883450234085/0883450234238/0883450242820/0883450242974/0883450247788/0883450247931,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK26V407S,22226 ,4 7/16 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVPK26V407SB/QVVPK26V407SC/QVVPK26V407SEB/QVVPK26V407SEC/QVVPK26V407SEM/QVVPK26V407SEN/QVVPK26V407SEO/QVVPK26V407SET/QVVPK26V407SM/QVVPK26V407SN/QVVPK26V407SO/QVVPK26V407ST,Double V-Lock,Four-Bolt Pillow Block,0883450077743/0883450077811/0883450209601/0883450209755/0883450222037/0883450222181/0883450234528/0883450234672/0883450243209/0883450243353/0883450248167/0883450248310,6.13 in/155.7 mm,11.15 in/283.2 mm,6.88 in/174.8 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1 in/24 mm,6.9 in/175.3 mm,1.24 in/31.5 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX26V407S,22226 ,4 7/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVPX26V407SB/QVVPX26V407SC/QVVPX26V407SEB/QVVPX26V407SEC/QVVPX26V407SEM/QVVPX26V407SEN/QVVPX26V407SEO/QVVPX26V407SET/QVVPX26V407SM/QVVPX26V407SN/QVVPX26V407SO/QVVPX26V407ST,Double V-Lock,Four-Bolt Pillow Block,0883450373272/0883450373289/0883450373296/0883450373302/0883450373319/0883450373326/0883450373333/0883450373340/0883450373357/0883450373364/0883450373371/0883450373388,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.88 in/174.8 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,6.64 in/168.7 mm,1.51 in/38.4 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPR26V407S,22226 ,4 7/16 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVPR26V407SB/QVVPR26V407SC/QVVPR26V407SEB/QVVPR26V407SEC/QVVPR26V407SEM/QVVPR26V407SEN/QVVPR26V407SEO/QVVPR26V407SET/QVVPR26V407SM/QVVPR26V407SN/QVVPR26V407SO/QVVPR26V407ST,Double V-Lock,Four-Bolt Pillow Block,,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.6 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.5 mm,1.29 in/32.8 mm,7.02 in/178.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPF26V408S,22226 ,4 1/2 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPF26V408SB/QVVPF26V408SC/QVVPF26V408SEB/QVVPF26V408SEC/QVVPF26V408SEM/QVVPF26V408SEN/QVVPF26V408SEO/QVVPF26V408SET/QVVPF26V408SM/QVVPF26V408SN/QVVPF26V408SO/QVVPF26V408ST,Double V-Lock,Four-Bolt Pillow Block,0883450075763/0883450075770/0883450278867/0883450278904/0883450278942/0883450278980/0883450279024/0883450285186/0883450286886/0883450288408/0883450289924/0883450291446,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.8 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.6 mm,1.29 in/32.8 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPG26V408S,22226 ,4 1/2 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPG26V408SB/QVVPG26V408SC/QVVPG26V408SEB/QVVPG26V408SEC/QVVPG26V408SEM/QVVPG26V408SEN/QVVPG26V408SEO/QVVPG26V408SET/QVVPG26V408SM/QVVPG26V408SN/QVVPG26V408SO/QVVPG26V408ST,Double V-Lock,Four-Bolt Pillow Block,0883450076104/0883450076111/0883450208932/0883450209083/0883450221368/0883450221511/0883450233798/0883450233941/0883450242530/0883450242684/0883450247498/0883450247641,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH26V408S,22226 ,4 1/2 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPH26V408SB/QVVPH26V408SC/QVVPH26V408SEB/QVVPH26V408SEC/QVVPH26V408SEM/QVVPH26V408SEN/QVVPH26V408SEO/QVVPH26V408SET/QVVPH26V408SM/QVVPH26V408SN/QVVPH26V408SO/QVVPH26V408ST,Double V-Lock,Four-Bolt Pillow Block,0883450076449/0883450076456/0883450209236/0883450209380/0883450221665/0883450221818/0883450234092/0883450234245/0883450242837/0883450242981/0883450247795/0883450247948,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK26V408S,22226 ,4 1/2 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPK26V408SB/QVVPK26V408SC/QVVPK26V408SEB/QVVPK26V408SEC/QVVPK26V408SEM/QVVPK26V408SEN/QVVPK26V408SEO/QVVPK26V408SET/QVVPK26V408SM/QVVPK26V408SN/QVVPK26V408SO/QVVPK26V408ST,Double V-Lock,Four-Bolt Pillow Block,0883450077842/0883450077910/0883450209618/0883450209762/0883450222044/0883450222198/0883450234535/0883450234689/0883450243216/0883450243360/0883450248174/0883450248327,6.13 in/155.7 mm,11.15 in/283.2 mm,6.88 in/174.8 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1 in/24 mm,6.9 in/175.3 mm,1.24 in/31.5 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX26V408S,22226 ,4 1/2 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPX26V408SB/QVVPX26V408SC/QVVPX26V408SEB/QVVPX26V408SEC/QVVPX26V408SEM/QVVPX26V408SEN/QVVPX26V408SEO/QVVPX26V408SET/QVVPX26V408SM/QVVPX26V408SN/QVVPX26V408SO/QVVPX26V408ST,Double V-Lock,Four-Bolt Pillow Block,0883450373395/0883450373401/0883450373418/0883450373425/0883450373432/0883450373449/0883450373456/0883450373463/0883450373470/0883450373487/0883450373494/0883450373500,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.88 in/174.8 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,6.64 in/168.7 mm,1.51 in/38.4 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPR26V408S,22226 ,4 1/2 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPR26V408SB/QVVPR26V408SC/QVVPR26V408SEB/QVVPR26V408SEC/QVVPR26V408SEM/QVVPR26V408SEN/QVVPR26V408SEO/QVVPR26V408SET/QVVPR26V408SM/QVVPR26V408SN/QVVPR26V408SO/QVVPR26V408ST,Double V-Lock,Four-Bolt Pillow Block,,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.6 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.5 mm,1.29 in/32.8 mm,7.02 in/178.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPF28V415S,22228 ,4 15/16 in,5.5 in / 139.7 mm,13.75 in / 349.3 mm,15.88 in / 403.4 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVVPF28V415SB/QVVPF28V415SC/QVVPF28V415SEB/QVVPF28V415SEC/QVVPF28V415SEM/QVVPF28V415SEN/QVVPF28V415SEO/QVVPF28V415SET/QVVPF28V415SETHT/QVVPF28V415SM/QVVPF28V415SN/QVVPF28V415SO/QVVPF28V415ST/QVVPF28V415STHT,Double V-Lock,Four-Bolt Pillow Block,0883450089012/0883450089340/0883450100359/0883450100724/0883450108607/0883450108706/0883450116121/0883450116190/0883450130776/0883450130844/0883450139267/0883450139335/0883450511094/0883450511100,5.5 in/139.7 mm,11.01 in/279.7 mm,7.48 in/190 mm,13.75 in/349.3 mm,15.88 in/403.4 mm,2.75 in/69.9 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.24 in/31.5 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPG28V415S,22228 ,4 15/16 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVVPG28V415SB/QVVPG28V415SC/QVVPG28V415SEB/QVVPG28V415SEC/QVVPG28V415SEM/QVVPG28V415SEN/QVVPG28V415SEO/QVVPG28V415SET/QVVPG28V415SM/QVVPG28V415SN/QVVPG28V415SO/QVVPG28V415ST,Double V-Lock,Four-Bolt Pillow Block,0883450369671/0883450369688/0883450369695/0883450369701/0883450369718/0883450369725/0883450369732/0883450369749/0883450369756/0883450369763/0883450369770/0883450369787,5.91 in/150 mm,11.36 in/288.5 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.02 in/152.9 mm,1.25 in/31.8 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPH28V415S,22228 ,4 15/16 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVVPH28V415SB/QVVPH28V415SC/QVVPH28V415SEB/QVVPH28V415SEC/QVVPH28V415SEM/QVVPH28V415SEN/QVVPH28V415SEO/QVVPH28V415SET/QVVPH28V415SM/QVVPH28V415SN/QVVPH28V415SO/QVVPH28V415ST/QVVPH28V415STNG,Double V-Lock,Four-Bolt Pillow Block,0883450370158/0883450370165/0883450370172/0883450370189/0883450370196/0883450370202/0883450370219/0883450370226/0883450370233/0883450370240/0883450370257/0883450370264/0883450493307,6 in/152.4 mm,11.45 in/290.8 mm,7.48 in/190 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.02 in/152.9 mm,1.25 in/31.8 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPX28V415S,22228 ,4 15/16 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVVPX28V415SB/QVVPX28V415SC/QVVPX28V415SEB/QVVPX28V415SEC/QVVPX28V415SEM/QVVPX28V415SEN/QVVPX28V415SEO/QVVPX28V415SET/QVVPX28V415SM/QVVPX28V415SN/QVVPX28V415SO/QVVPX28V415ST,Double V-Lock,Four-Bolt Pillow Block,0883450373760/0883450373777/0883450373784/0883450373791/0883450373807/0883450373814/0883450373821/0883450373838/0883450373845/0883450373852/0883450373869/0883450373876,6.13 in/155.7 mm,11.55 in/293.4 mm,7.48 in/190 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.89 in/175 mm,1.21 in/30.7 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPR28V415S,22228 ,4 15/16 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVVPR28V415SB/QVVPR28V415SC/QVVPR28V415SEB/QVVPR28V415SEC/QVVPR28V415SEM/QVVPR28V415SEN/QVVPR28V415SEO/QVVPR28V415SET/QVVPR28V415SM/QVVPR28V415SN/QVVPR28V415SO/QVVPR28V415ST,Double V-Lock,Four-Bolt Pillow Block,,5.5 in/139.7 mm,11.01 in/179.7 mm,7.48 in/190 mm,13 in/330.2 mm,15.88 in/403.4 mm,2.81 in/71.4 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.24 in/31.5 mm,7.02 in/178.4 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPF28V500S,22228 ,5 in,5.5 in / 139.7 mm,13.75 in / 349.3 mm,15.88 in / 403.4 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVVPF28V500SB/QVVPF28V500SC/QVVPF28V500SEB/QVVPF28V500SEC/QVVPF28V500SEM/QVVPF28V500SEN/QVVPF28V500SEO/QVVPF28V500SET/QVVPF28V500SM/QVVPF28V500SN/QVVPF28V500SO/QVVPF28V500ST,Double V-Lock,Four-Bolt Pillow Block,0883450089043/0883450089418/0883450100427/0883450100755/0883450108621/0883450108720/0883450116138/0883450116206/0883450130783/0883450130851/0883450139274/0883450139342,5.5 in/139.7 mm,11.01 in/279.7 mm,7.48 in/190 mm,13.75 in/349.3 mm,15.88 in/403.4 mm,2.75 in/69.9 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.24 in/31.5 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPG28V500S,22228 ,5 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVVPG28V500SB/QVVPG28V500SC/QVVPG28V500SEB/QVVPG28V500SEC/QVVPG28V500SEM/QVVPG28V500SEN/QVVPG28V500SEO/QVVPG28V500SET/QVVPG28V500SM/QVVPG28V500SN/QVVPG28V500SO/QVVPG28V500ST,Double V-Lock,Four-Bolt Pillow Block,0883450369794/0883450369800/0883450369817/0883450369824/0883450369831/0883450369848/0883450369855/0883450369862/0883450369879/0883450369886/0883450369893/0883450369909,5.91 in/150 mm,11.36 in/288.5 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.02 in/152.9 mm,1.25 in/31.8 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPH28V500S,22228 ,5 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVVPH28V500SB/QVVPH28V500SC/QVVPH28V500SEB/QVVPH28V500SEC/QVVPH28V500SEM/QVVPH28V500SEN/QVVPH28V500SEO/QVVPH28V500SET/QVVPH28V500SM/QVVPH28V500SN/QVVPH28V500SO/QVVPH28V500ST,Double V-Lock,Four-Bolt Pillow Block,0883450370271/0883450370288/0883450370295/0883450370301/0883450370318/0883450370325/0883450370332/0883450370349/0883450370356/0883450370363/0883450370370/0883450370387,6 in/152.4 mm,11.45 in/290.8 mm,7.48 in/190 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.02 in/152.9 mm,1.25 in/31.8 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPX28V500S,22228 ,5 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVVPX28V500SB/QVVPX28V500SC/QVVPX28V500SEB/QVVPX28V500SEC/QVVPX28V500SEM/QVVPX28V500SEN/QVVPX28V500SEO/QVVPX28V500SET/QVVPX28V500SM/QVVPX28V500SN/QVVPX28V500SO/QVVPX28V500ST,Double V-Lock,Four-Bolt Pillow Block,0883450373883/0883450373890/0883450373906/0883450373913/0883450373920/0883450373937/0883450373944/0883450373951/0883450373968/0883450373975/0883450373982/0883450373999,6.13 in/155.7 mm,11.55 in/293.4 mm,7.48 in/190 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.89 in/175 mm,1.21 in/30.7 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPR28V500S,22228 ,5 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVVPR28V500SB/QVVPR28V500SC/QVVPR28V500SEB/QVVPR28V500SEC/QVVPR28V500SEM/QVVPR28V500SEN/QVVPR28V500SEO/QVVPR28V500SET/QVVPR28V500SM/QVVPR28V500SN/QVVPR28V500SO/QVVPR28V500ST,Double V-Lock,Four-Bolt Pillow Block,,5.5 in/139.7 mm,11.01 in/179.7 mm,7.48 in/190 mm,13 in/330.2 mm,15.88 in/403.4 mm,2.81 in/71.4 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.24 in/31.5 mm,7.02 in/178.4 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
