Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P2B-TRB-3-SLA,3 in,Imperial ,12 in,3 in,12300 lbf,2060 rpm,Solid Lube - Industrial ,E-Coat ,,['3 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3-SLJ,3 in,Imperial ,12 in,3 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,['3 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 3/16,3 3/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 3/16 in'],['Imperial'],['053893606842'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 3/16-ECC,3 3/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 3/16 in'],['Imperial'],['0883450504058'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['4.7 in'],['6.7 in'],
E-P2B-TRB-3 3/16-ECO/ECC,3 3/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 3/16 in'],['Imperial'],['0883450505680'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['6 in'],['6.7 in'],['EUDR-3 3/16']
E-P2B-TRB-3 3/16-ECO/ECO,3 3/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 3/16 in'],['Imperial'],['0883450508919'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['6.1 in'],['6.7 in'],['EUDR-3 3/16']
E-P2B-TRB-3 3/16-ECO,3 3/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 3/16 in'],['Imperial'],['0883450507288'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.8 in'],['6.7 in'],['EUDR-3 3/16']
E-P2B-TRB-3 3/16-SLA,3 3/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Industrial ,E-Coat ,,['3 3/16 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 3/16-SLJ,3 3/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,['3 3/16 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 1/4,3 1/4 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/4 in'],['Imperial'],['053893607306'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 1/4-ECC,3 1/4 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/4 in'],['Imperial'],['0883450504041'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['4.7 in'],['6.7 in'],
E-P2B-TRB-3 1/4-ECO/ECC,3 1/4 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/4 in'],['Imperial'],['0883450505673'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['6 in'],['6.7 in'],['EUDR-3 1/4']
E-P2B-TRB-3 1/4-ECO/ECO,3 1/4 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/4 in'],['Imperial'],['0883450508902'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['6.1 in'],['6.7 in'],['EUDR-3 1/4']
E-P2B-TRB-3 1/4-ECO,3 1/4 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/4 in'],['Imperial'],['0883450507271'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.8 in'],['6.7 in'],['EUDR-3 1/4']
E-P2B-TRB-3 1/4-SLA,3 1/4 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Industrial ,E-Coat ,,['3 1/4 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 1/4-SLJ,3 1/4 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,['3 1/4 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 7/16,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 7/16 in'],['Imperial'],['053893607337'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 7/16-ECC,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 7/16 in'],['Imperial'],['0883450504065'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['4.7 in'],['6.7 in'],
E-P2B-TRB-3 7/16-ECO/ECC,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 7/16 in'],['Imperial'],['0883450505697'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['6 in'],['6.7 in'],['EUDR-3 7/16']
E-P2B-TRB-3 7/16-ECO/ECO,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 7/16 in'],['Imperial'],['0883450508926'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['6.1 in'],['6.7 in'],['EUDR-3 7/16']
E-P2B-TRB-3 7/16-ECO,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 7/16 in'],['Imperial'],['0883450507295'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.8 in'],['6.7 in'],['EUDR-3 7/16']
E-P2B-TRB-3 7/16-SLA,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Industrial ,E-Coat ,,['3 7/16 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 7/16-SLJ,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,['3 7/16 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 7/16-NL,3 7/16 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,No Lube ,E-Coat ,,['3 7/16 in'],['Imperial'],,['No Lube'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 1/2,3 1/2 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/2 in'],['Imperial'],['053893607450'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 1/2-ECC,3 1/2 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/2 in'],['Imperial'],['0883450504034'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['4.7 in'],['6.7 in'],
